date,star,like,comment
"May 30, 2021",1,35.0,"Really not a helpful app. My freezer and fridge are not cooling, app says everything is fine. App does not tell me actual temp in refrigerator. Same goes for dishwasher. Was chiming and stopping cycle app said everything was fine. Oven app just says it always needs cleaned. App does not help prevent...
Full Review"
"September 12, 2021",1,1.0,What the heck i cant run it on my rooted device ! I beleive its my aboslute right to do whatever I want with my devices
"June 13, 2021",1,14.0,"When the App prompted to enter the numbers on TV, the numbers only appeared.on TV for a very short time to allow input. Besides, even though input correctly, the phone still said incorrect; I tried 5 times. The old LG tvPlus App worked fine until now. Neither the Plus nor Thin works. Please help mak...
Full Review"
"April 17, 2021",1,5.0,"Useless and pointless having the app. It always battles to find my smart TV and I am able to turn the TV on with the app and nothing else. Really disappointed. LG should have stuck with Android, they tried to be different and it failed. Thankfully there is a CSC HDMI and google chrome or Firestick c...
Full Review"
"April 20, 2021",2,2.0,"Just purchased this phone so we'll see how it test out later. So far so good but Hey Google not working right yet and navigation didnt work either! Just took a little bit of exploring to get gps and OK Goole working! Never had a phone that included a Stylus, and not good at putting it back in the sl...
Full Review"
"June 21, 2021",1,7.0,"Edit: The LG response hides the truth. Read the privacy policy to uncover the truth. They will even track your web browser history and cookies. The manual suggests turning off your router's firewall for connection issues; very irresponsible. Also, there seems to be no way to disable WiFi once enable...
Full Review"
"August 2, 2021",1,,washer machine sucks to hookup dryer is perfect
"May 27, 2021",1,7.0,"So you can remotely change all settings for an Air Conditioner and setup a schedule, but the only thing that can be scheduled is the power state (on/off). Why can't all the settings be configured to a schedule? Update: The LG auto reply to my review does not apply to the product in question. The rev...
Full Review"
"May 3, 2021",2,7.0,"I gave 2 stars because the app could be set up on my new LG washing machine. Before I left the house, I activated the WiFi remote start on washer so that I could remote start to wash my clothes as I am leaving the office to home. Disappointing, it became disconnected because the machine auto turn of...
Full Review"
"April 3, 2021",5,24.0,"Great to have an app to control the AC via WiFi. Though it would have been better to have the consumption option to have an instant access button at the very lobby upon your appliance selection. Would also appreciate if the app would update the current rate of consumption in real time, just like any...
Full Review"
"May 7, 2021",4,4.0,"The app seems to work well enough, but one thing I would love to see added is a dark mode, especially for the TV remote function. Even with my screen as dim as it'll go, it's pretty bright being all white in a dark room."
"May 7, 2021",5,3.0,"The app works well for me here in South Africa. Would like to get more wash cycles and be able to make them suit my washing needs at that time. Otherwise great concept.. Maybe In future LG will make washing machines sense if clothes still need more drying so that I can use the app remotely to add an...
Full Review"
"April 24, 2021",1,3.0,"Totally useless, and severe privacy invasion. It is incompatible with Android tablets. It only works on a smart phone, and REQUIRES that you have your location turned on. I am going to be blunt, there is no reason you need to know my location to set up my washing machine. There is no work around."
"April 24, 2021",2,1.0,"It worked for a few days, now even after reinstala (app and tv) it sees the tv but not all buttons work. For example, the keyboard, the ok button and arrows, the channel buttons. It's kinda stupid, since the old app was working without glytches."
"April 1, 2021",1,22.0,"For washing machine, there should be an option of creating user profile where he can set the time for washer, the temperature among those mentioned on the machine, the rinse cycle and dryer time. (Just like manual mode for camera). The reason for that is , if I want to run super 30 mode it doesn't a...
Full Review"
"April 13, 2021",1,7.0,"I am unable to control my LG CX smart TV with Alexa echo. I have tried multiple times and tried to get as much resource available but there is no way. When spending so much on a TV, I expect atleast this basic functionality to work. Please provide some source so that I can get my TV to work with my ...
Full Review"
"April 5, 2021",3,35.0,"Good looking app, but keeps losing connection with my BX Oled tv. The tv is connected through ethernet, so is always online... It would also be nice to replace the wallpaper with a photo from our own gallery....also a big disappointment is the fact that although Lg states that my tv is compatible wi...
Full Review"
"April 5, 2021",1,6.0,"What's they point of a customizable downloaded cycle that can't be customized? I need multiple rinses for my kid's eczema but the only options stupid LG offers for custom cycles are ""stained cocktail dresses"", beach clothing and other insipid worthless cycles. Just let me pick the damn settings LG!!...
Full Review"
"June 20, 2021",1,16.0,"No answer from support. Cannot recommend. Still waiting your support to help. App does not see tv anymore. Was working well before but lately has not been working at all. After renewing connection works until used next time. Useless. In practice app cannot see TV anymore. Sent details of my case to ...
Full Review"
"July 2, 2021",4,,"For tv , mobile and tv works when they on same wifi network . when they are on diffrent network mobile unable to connect to tv . please bring feature that mobile can connect to tv when they are not on same wifi . it can be happen by using code authenticaton."
"August 31, 2021",1,,Abysmal app experience. Slow and confusing features.
"June 12, 2021",1,26.0,"App gets stuck on enter pin after tv says connected to pixel 5. There's a 0% loader in the top that doesn't ever load. When the pin stays up long enough for me to actually type it in, it always says incorrect pin (whether or not the pin is actually incorrect). The app always shows my webOS TV UP7000...
Full Review"
"July 12, 2021",5,,best app for easy use appliances...🙂 thank you L.G
"April 14, 2021",1,4.0,"You have absolutely destroyed this app for use with air conditioner units. It fails to connect half the time. When it does connect and gets past ""optimizing"" it constantly raises the temp on the unit when you change from eco to cool. Please. Fix this."
"May 31, 2021",1,28.0,"Can't pair my 86in LG nanocell. It gives the message ""entering TV pin code has stopped due to an error"". Whenever it let's me enter the PIN it says it's incorrect, then shows my phone is ready to connect in the top right with the Bluetooth symbol even though I've turned Bluetooth off on my phone, an...
Full Review"
"April 14, 2021",5,1.0,"We are just getting into the Smart Home game and LG makes it simple to do so. Every appliance has it's own icon and name (you choose the name). Many of the functions of our entire LG suite can be controlled by the app. (Even how many craft ice balls the fridge makes daily) The only odd thing I have ...
Full Review"
"June 5, 2021",1,26.0,"The app is useless. It became even worse since the last update. I get conection issues(not showing online when the device is powered off) with the ACs. Before the update,it was only the TV. Now I have problems with all my devices, not to mention the annoying startup message now asking me to turn on ...
Full Review"
"June 16, 2021",1,10.0,"I purchased a new lg window ac unit yesterday and the app WILL NOT connect it to the internet and link it to the app. The lg unit I bought last year is still connected and works fine but it won't connect this new unit. It will connect to the unit but not my router. The app won't switch the connectio...
Full Review"
"April 11, 2021",1,2.0,"I can't login. I can login to the LG website with my account but it doesn't work with this app. I've tried resetting my password multiple times. Same issue; website works, app tells me the username and password are incorrect even tho they work on the website. Fix your app!"
"July 7, 2021",1,,One star until you make it available to google home in România. LE: still this app is not available in Google Home. It's making me buy other products like Samsung because of this.
"May 4, 2021",1,93.0,"Invasive privacy policy! Can't control my devices through my own network without sharing personally identifiable information including first & last name, birth date, address, phone #, phone carrier, ""internet and other activity"", ""collect inferences about you for making a profile"", ""such as predispo...
Full Review"
"June 8, 2021",1,31.0,"Both Google and Alexa integration is pathetically limited to very basic ""on"" and ""off"". Come on LG! It's 2021 and your software runs like it's still 1999! Euthanize this advertising pump that you call ThinQ and just give people something with better smart integration. I'm 100% likely to never by ano...
Full Review"
"June 10, 2021",1,14.0,"Not an effective app. Lots of flaws are there 1. Automatically turns on mobile Bluetooth. 2. Why you need location permission for an extended remote control. 3. Temperature control showing in decimals like 25.5 next is 26.5 4. Shift to AI mode doesn't work untill and unless you do another function. ...
Full Review"
"June 30, 2021",5,1.0,"it's very easy to use LGThinq app but some features in which it lags is that we can't turn off the light of my wall mounted AC and can't change less power consumption feature , hope it will be made soon to use it🙏😀"
"April 5, 2021",1,2.0,"I have to enter pin code for TV every time I connet to it. It is really annoying. Unlike hom-bot or washing machine, I only setup them up once. If I enter the pin code wrong and go back to previous screen, the TV will be simply removed. It had annoy me years."
"May 24, 2021",1,5.0,"Absolutely Trash. Would not buy another LG just because of this app. I own two LG tvs, one of which is a CX series OLED. Tried to stream a game on my phone to my tv turned out to be a nightmare. The old app was so much better. I even bought an LG V60 and its a nightmare. Never again LG. Was going to...
Full Review"
"August 9, 2021",1,,"It doesnt work and I see I'm not the only one, only the worst words for this app"
"April 9, 2021",2,15.0,"Not very useful, for example, the washing machine switches off automatically after the cycle, so the app does not let me run a dry mode remotely if I want because the machine is not in standby mode. 1. The washing machine should go in standby mode once the cycle is finished instead of switching off....
Full Review"
"May 14, 2021",4,2.0,"It would be better if the app came with a notification (optional for use or not) that would allow me to figure out which notification I just got. (Same soundtrack as the model would be best.) Also, optional prompting for tub clean would be good, rather than tracking down how many cycles before recom...
Full Review"
"April 6, 2021",4,5.0,"It's a great product, well done LG. I needed support for one of the appliances, was able to start the process through the app and finished over the phone. The functionalities for my washer and dryer are just fine. Very happy with my purchase."
"April 1, 2021",2,9.0,"I bought a LG dishwasher because it work's with this app wich I already use with my laundry and drying machine. However there isn't an option for dishwashers in the app! There seems no way to connect it to ThinQ. I can see the dishwasher's wifi on my cellphone and connect to it using the last 4 digi...
Full Review"
"June 9, 2021",1,3.0,"Weak ecosystem, it doesn't support any custom program for washer nor dryer. No change for two years since many people requested it. Very disappointing! Do not ask me to contact you, it's obvious what has to be done! How can I remotely start cotton program on 90 °C, such a simple stuff is not possibl...
Full Review"
"July 6, 2021",2,,Not a useful app. I barely use it and it is not really useful for anything. I still cannot connect the TV to Google Home.
"May 16, 2021",5,3.0,"Would be nice if when using the mobile app as TV remote, we could use our keyboard to type for text. E.g. when using the LG TV browser, the mobile apps could give us our phone's keyboard to type which would be quicker than selecting from the TV keyboard. Samsung does allow their users to use their m...
Full Review"
"April 2, 2021",3,8.0,"Great product. I justbwish there was a safety bypass on the automatic powering off of the appliance so I could use the app at my discretion to fluff my cloths in the dryer.. its frustrating you can only start the original cycle with the app and not start another if you forget them in there a touch t...
Full Review"
"July 7, 2021",1,,Unable to see energy consumption post update please assist
"June 12, 2021",2,6.0,"When ever it decides it wants to connect it works really well. I have the oled55cxaua fully updated, never issues with wifi connectivity, and a pixel 4 XL running on 11.0.0_r38 with newest app update. 90% of the time it says that the tv is not connected to the same Network when I will be streaming f...
Full Review"
"April 21, 2021",4,1.0,So far so good but I cant figure out how to reset the change water filter light and I cant get the air filter cover off to replace a new one. The app hasn't helped me with that yet. I also struggled registering and connecting my phone to the refrigerator.
"April 14, 2021",5,1.0,Super easy to set up to your product. I personally love for it to notify me when my washer and dryer are complete since I cannot hear them in other areas of my home. Love this customizable features!
"July 5, 2021",1,,Screen mirror is stupid. I can not use my phone while sharing yo TV. Why is there not a proper screencast option. Also it refuses to find my LG TV. Smh
"May 30, 2021",2,22.0,"They replaced an app that starts up quickly that is dedicated to controlling a tv with an app that serves ads first and vaguely controls a tv. What a complete joke. So tired of paying for LG products only to be served ads. Never buying an LG tv again. Btw this app tries to get you to sign up for tel...
Full Review"
"May 26, 2021",1,4.0,"When it works, which is rare, it's hard to find anything because it's full of ads. It's like an old 90s web page with 100 pop ups on each page. The TV menus have them too. Never again will I buy LG."
"May 23, 2021",3,1.0,"We got the LG washer because we wanted a wireless connection, our laundry room is in the basement and not in the flat. However we keep having issues of the machine disconnecting from the app and showing server unavailable. Unsure if app issue or appliance, but overall just not great."
"June 9, 2021",2,17.0,"It is annoying that the app can connect to Google Home, but the option is not supported in Greece. So, I bought a 3000€ TV that was sold in my country legally, but the app refuses to give full support! I would give 1 star, but it's a good app, so 2. Add support for my country to get 5. Edit after re...
Full Review"
"April 16, 2021",1,5.0,"Don't know what you guys are doing with the updates. I updated my TV software and now this app is not able to connect with my TV. I also accepted all ther user aggrements and all. Everytime it shows the number that needs to entered, after doing so it still doesn't adds the TV. Pathetic app. Totally ...
Full Review"
"June 29, 2021",1,,"Never wants to connect to my TV, what's the point of pitching to me a ""new added features"" app constantly when I'm in the old remote tv app WHEN IT DOESN'T EVEN WORK?"
"April 2, 2021",5,4.0,"Works as advertised. I only have one appliance registered with this app, a washer, but no issues so far. Kind of cool to have my smartwatch buzz me when the wash cycle is done and ready for the dryer. CAUTION: Google Home might offer to connect to this app. Don't accept! They don't play well togethe...
Full Review"
"May 22, 2021",1,5.0,Useless. Won't stay connected to the refrigerator. App tells you nothing about the refrigerator status such as the current temps. Where are the stats like how often the doors have been open. Very frustrating app. Not as intuitive as it could be.
"June 30, 2021",1,,Can't seem to do anything without giving location permissions. No thanks. Edit: If you valued privacy you wouldn't ask for unnecessary permissions.
"June 20, 2021",2,2.0,"Constantly disconnects from my TV. I restart my phone and wifi and it still doesn't connect most of the time. When it does connect it's great. I also have LG washer and dryer and it is great for that. Sends notifications for issues, when cycles have finished and when the clean cycle needs to be ran ...
Full Review"
"May 24, 2021",2,1.0,Got a top line washer and dryer with wifi. Love the appliances but the app is almost devoid of useful features when it works. Completely useless when it fails to stay authenticated. Not following through with the type of app the high end appliance implies is disappointing.
"July 4, 2021",1,,The TV is connected in the app but when I try to link the Google home app it says that there is no device. No fix to this either.
"June 20, 2021",5,2.0,"Upgraded my rating from 1 star to 5 stars because connecting to the airco's is finally faster and more stable. I also like the group function and the new icons. What I miss is the device name when I open the device properties I can only see the firmware number, but strangely enough I cannot see the ...
Full Review"
"April 7, 2021",3,5.0,"Love the app, but I'm confused. Notifications for my dryer work great - notified me every time. They worked for the washer for a while, then stopped. Now if I go into the app, disable washer notifications, and then enable them again, it'll notify me once, and then stop again."
"May 11, 2021",3,5.0,"I just have a Tv. The old app would just pair and work but this one wants a registered account, location data, and date of birth. A lot of info to switch channel or adjust the volume. Installed as the old app now bugs you to move app to this one"
"June 11, 2021",1,,This App is worst and waste of time. One year back its working good after updating unble to connect my device. Its freez on window not connted say contact LG. Just a waste of time. I aam uninstalling it immediately. I generate tickets got robotic answers when I repled back no one contacted me.
"May 20, 2021",4,1.0,I like that it gives you a notification when the cycle is finished. I tend to get busy and end up forgetting about laundry sitting in the washer. I like having a reminder. Not sure what else the app can do but I'm hoping to find out.
"June 1, 2021",1,4.0,"I didnt need to download this app. The only reason i did is so i can rate it 1star. The lg magic remote app reminds me to come download this app every 2 weeks but i have no reason for it. The reminder is annoying so i give up. Downloaded for no reason enjoy your 1 star Edit: Still i get the notifica...
Full Review"
"June 19, 2021",1,1.0,"Useless garbage, can't connect my phone to smart TV. I get a brief connection where I'm asked to input tv pin code in phone, but the connection drops within a few seconds and even if I do manage input within that time, I get an error message telling me I input the wrong code. Major embarrassment for...
Full Review"
"June 2, 2021",1,10.0,"Cannot connect with google in Romania. If i could give 0 stars i would. The devices get rusty till you land in 21 century apps. Or send back to deposits. UPDATE: why microphone and contacts permissions cannot be REMOVED from the app SERVICE ? This is really outrageous! Update: the worst ever, i no l...
Full Review"
"April 1, 2021",5,3.0,"The app worked ok before. Now it won't install and shows ""Insufficient storage"". I have 1.7GB space in the device. Please look into it, LG. Edit (01.04.2021): Works like a charm on a new powerful phone. Too bad support for old devices is minimum to none. It's like that with most apps."
"April 26, 2021",1,2.0,"This app is hot garbage. Since when does it take 5 min to physically install and 10 hours to use ""smart"" part. Explain how one company can be so incompetent in tech..just spent 6 hours trying to get fridge and wash tower to connect..fridge is and wash tower was...now it's not ..IMO it's pure and sim...
Full Review"
"July 1, 2021",2,,"The connection is unstable, you need to reconnect it again. the energy monitoring in AC keeps on resetting because this app keeps on disconnecting"
"June 14, 2021",1,2.0,"Every time the PIN shows on the screen, I get a message the phone is ready to connect & they number dissapeaes before I can enter it in. The two times I have entered it fast enough. I am required to enter the wifi password. After doing that I am taken back to enter a new PIN quickly. I have repeated...
Full Review"
"April 19, 2021",5,2.0,"Unlike some aps that say that their useful, this app does just that, a reminder to clean the oven, issues with the cooling of the refrigerator and freezer, reminder to change the water, and air filter for the refrigerator, to the running of the dishwasher, alerts to assist in one's harried life."
"April 13, 2021",3,1.0,Cool concept. But can't connect washer and dryer cause I can't access my slower wifi. Also wish you would update lg content store and add hbo max to it. I feel like you're more concerned with new gimmicks instead of making sure older models of things can get what newer ones can.
"June 13, 2021",1,1.0,"why does an app that all im gonna use it for is remote starting a washer/dryer need my location.... lg get outa here with that nonsense. Why doesn't remote start stay active. Why doesn't the machine stay on after a cycle.... Don't give me none of this safety nonsense. Tons of other brands can do it,...
Full Review"
"June 7, 2021",1,27.0,"The lack of preexisting features with this app feels like forced obsolescence after only 2 years owning my LG tv. After this experience, I will NEVER buy another LG product. This has converted my LG smart TV to a dumb TV. I used to easily tell Google Home to turn off my TV but now it ""doesn't suppor...
Full Review"
"July 6, 2021",1,5.0,"No benefit changes were seen with updates, There's not Amper control and light off in app for air conditioner. This two tools is very necessary in my opinion!"
"April 4, 2021",4,2.0,"Been using it for my washer for a week now, and it seems to work well - quite intuitive. My only complaint is that the energy consumption graph has no units. Sure its nice to see the relative difference in usage between each day/week/month, but I'd much rather see the actual energy consumed."
"April 20, 2021",5,2.0,Very useful. The only thing I'd add would be a real alarm I could set to tell me the cycle was done. Sometimes a little ding isn't enough. I know! Make it play the same tune as the washer. 😆
"July 12, 2021",1,,Keeps disconnecting from tv all the time
"June 18, 2021",5,3.0,The app is to good. It is designed as the product are controlled . I'm very happy about this. Recently i have buyed the lg tv and lg washing machine at a time. Both are WiFi supported. And it works too good. I have decided to buy the lg appliances for my further future purpose
"April 25, 2021",5,3.0,"Getting push notifications when the washer is done is incredible! Before this app, I can't count the number of times a load has been forgotten and had to be rewashed. This app helps me get more loads done in a day and all while using less water."
"April 27, 2021",5,1.0,You really need to be tech-savvy to understand this app. However after downloading and finishing everything it was worth the download. Easy to use once your set up and connected to my appliance easily.
"May 13, 2021",1,2.0,"I shouldn't need a cloud account or sign-in to control my TV that's on the same network. The old app doesn't require one and works fine, ill be using it forever, I guess. The most secure account is the one that doesn't exist."
"June 12, 2021",2,12.0,"I feel like I'm missing something really fundamental here... Setting a schedule for a mini split means it will either turn it on/off with no control of the set-temp. That's absurd. And it seems that the option to group all the mini splits in a house is gone. So I have to manually adjust all 4 indivi...
Full Review"
"April 7, 2021",5,4.0,"I take back what I said. App now is working great. Found out the the problem. Our internet provider few weeks back reconfigured the setting of 2.4 and 5g connection both of them was under same network name, Just needed to have it separated and assign network name for tv wifi connection."
"August 19, 2021",5,,Excellent app... one suggestion plz add alphabet keyboard
"June 12, 2021",1,,"Washer won't start with the wireless enabled. . .none of the function buttons on the unit. Can't change the cycle from the app to say for example cold wash. It does remote start and notify cycle end. Uninstalled as I am hoping I won't' have to wait for 10 mins each time I want to wash. Dryer does ev...
Full Review"
"May 19, 2021",1,1.0,Never works. App development is so slow its practically abandoned. Never works. Only 1 TV can be added to a room. Never works. It's been 6 months and no bugs are resolved.
"June 7, 2021",4,,App functionality is great. Feedback: i spent 10k on a HVAC system and every time i control it there are ads in the app UI that i can't turn off. I spent 10k. Get these ads out of my face - it makes the whole system feel cheap.
"May 2, 2021",4,1.0,"I don't like that you can only download one type of cycle at a time, however the app is pretty easy to use (I also can't get my dryer to connect with the remote start option but I'm not sure if that's related to the app or if I missed something during the set up)"
"May 19, 2021",4,5.0,Cool app. How about adding an electricity consumption calculator for your power consumption feature? Put a field so users can place the amount per kwh and have the app calculate the cost? I think that would make this a five star app.
"July 4, 2021",4,,Please add option to use Energy Control function for AC units( available on the phisical remote. And please add Google Assistant integration in Romania.
"May 10, 2021",3,1.0,The app has problems setting up the wi-fi. It doesn't want to authenticate the connection. It kept wanting to go through the setup of the connection and then it would fail to authentication.
"April 1, 2021",1,15.0,"I'm using Inverter technology window ac 1.5 ton JW-Q18WUZA. While using the app it sometimes shows the current energy consumption and sometimes it doesn't shows. Kindly rectify it in next upgrade. Now, on 1st April,2021, I'm trying to connect my AC with this app. The device is added. But it shows 'F...
Full Review"
"May 17, 2021",5,13.0,"This app worked up until about 2 weeks a go. I only have a dryer. It gives me no notifications, always says my dryer is in ""standby"". Update. Was able to get the app working again, had to unplug the dryer and reconnect it to the wifi, it was showing it was connected to wifi before that though"
"July 4, 2021",1,1.0,You are not able to get rid of the advertisements on the Home Screen or any room you create. It's incredibly annoying.
"April 29, 2021",5,29.0,"I Love This A/C we have it sitting High on the wall in a Cutout & since I'm disabled being able to control it by simply picking up my phone Or even with my voice is a So convenient. I only wish they had a way to tell it When to Change from being on High to low they have a schedule to turn it Off but...
Full Review"
"April 15, 2021",2,2.0,It keeps disconnecting my heat pump making it unusable most days. It's incredibly unreliable. I'd like to be able to turn my heat pump on or off while I'm at work but it's always a gamble whether the app is going to connect or not
"May 31, 2021",1,6.0,Total disappointment. I have been spoiled by Roku. WebOS should have died with Palm Pilot. I have a beautiful LG TV that has a miserable OS. Web OS is too 80's. ThinQ is 2nd rate or less. After two months I am done. Plugging in a Roku to get real AI on this TV
"July 21, 2021",1,,Not able to add products. Not user friendly
"April 4, 2021",4,2.0,"The downloadable options are great, but the washer occasionally sends a message that it has finished a cycle when it actually hasn't. Overall though, a very good washer."
"June 22, 2021",4,,"I really like the product, (ac unit) I only have a small complaint. the app has become disconnected a few times forcing me to reset up the app. (Might be if the unit turned off manually )"
"April 29, 2021",1,,"For 3 years this app has rarely worked. My aircon is always disconnected and my parents aircon cant connect to this app at all. It's so bad, do not bother getting the wifi attatchment for your LG split system. Waste of money and a completely broken product."
"July 6, 2021",1,,Why when I have connected my mobile to TV..after 5 to 6 minutes suddently it says device is disconnected.. what's wrong? really stress about this..
"May 29, 2021",1,4.0,"It is impossible. The nfc doesn't pick up the wifi button is non existent why claim a product has capabilities it just doesn't have? I do realize when we bought this machine smart kitchen appliances were in their early stages but u sold it as a smart appliance. If it wasn't u shouldn't have sold it ...
Full Review"
"August 21, 2021",1,1.0,Its not workin properly on huawei y7prie 2019 with the latest android
"May 27, 2021",3,2.0,1)Power on could have been included in the app itself instead of manually switch on the instrument for washing machine 2)Need more improvement in user interface 3)The response time from the app to the machine is very quick
"April 21, 2021",2,1.0,"Since the last update I can't select all the options I was able to earlier when using the remote start for my washer. I can only select the cycle and steam fresh, no other options can be changed. Very limited functionality, which is disappointing."
"April 20, 2021",1,,"Bad UI, can't tell temp if cooking. No alerts of fridge left open or temp falls. Pretty useless app. Should be able to set timers on cooking as well and disable features like the constant microwave beep even after you open the door."
"May 23, 2021",3,2.0,App is a successful step towards ease of controlling equipments. But it lags so much while playing TV from mobile. LG should look into it. TV is very good but app lags a bit. Also LG content store lacks app availability.
"April 4, 2021",2,3.0,"I have bought LG 1.5 Dual Inverter window AC. I have been trying to connect to AC with my mobile app. it success at each step and show registration successful but when I try to connect through register product it shows ""Failed to Connect""."
"May 3, 2021",4,2.0,"Please, add led control for the air conditioner. I have it on the remote, but couldn't turn off the led at the night. And even better if there would be a route to turn off led at night"
"April 19, 2021",1,1.0,It took 5 tries to get washer to connect. I still for the life of me cannot get the dryer to connect. The router is working. The wifi red light blinks on the dryer. But nothing will get it to connect.
"July 17, 2021",1,,It takes age for my CX to be shown as powered up when launching the app. I don't need the app to stay open all the time neither to access my location.
"June 28, 2021",1,,Useless had it connected to my washer and dryer and soon as they powered off it gets disconnected then when i power it back on i have start all over getting it connected to wifi
"June 15, 2021",1,1.0,"The app won't connect to the TV. Got a hold of LG support. They can't figure out the problem, have to send me an email. I deleted pairing history, got to input tv code, but code either disappears after 2 seconds, or the app errors out. Android user"
"June 13, 2021",3,1.0,The app is alright but the schedule only allows you to turn it off and on at certain hours. It won't let you create any advanced schedules like switching to power saver once a certain temperature is reached or schedule a time period to dehumidify.
"June 24, 2021",1,,Always crashes... Total a waste of time .... Poor quality.... You have to restart every time I use it....
"July 7, 2021",4,,The app requires location access every darn time. Super annoying if one is conserving battery and not using location AT HOME.
"April 30, 2021",1,1.0,"Something has changed. I used to be able to control the fridge settings with my app (change temp, turn on smart ice). Now I can only see the temps and settings of the fridge ... this makes the app useless."
"April 24, 2021",2,2.0,"Horrible app. I have paired my TV, but every time when I turn off TV and open this app, my TV is not available... After 15, 30 minutes or sometimes never is available when I turn on TV. Crazy"
"June 11, 2021",1,,"App won't register wifi on AC after multiple attempts. AC was working fine but now it says it's disconnected. When I attempt to update the wifi, the app says my router has no internet access, yet everything else on my wifi is working fine."
"June 29, 2021",1,1.0,"LG, could you please do something with ""lg thinq google home not supported in your country"". Is there any good reason why I cannot use my Google Nest with your App? It is unbelievable. I do not live in USA, UK, Germany etc. (10 coutries in total). Why, people from most other countries, except these ...
Full Review"
"April 16, 2021",1,1.0,"I got the app for the washer and dryer, the dryer turns off after the cycle and so I can't restart? What's the point of having an app and wifi, if I gotta get up an run thru the whole house to just turn it back on. Let me turn the dryer back on thru the app."
"May 23, 2021",1,64.0,"Hello, please remove the advertisements from this app... or I will throw this unit out and never buy another LG Device ever... no joke... that is bull $hit that I buy a product, and you use it to sell advertisements in it... absolutely ridiculous... 😡 returning the Air Conditioner and removing the ...
Full Review"
"May 16, 2021",1,1.0,I have an LG portable AIR conditioner I stored it away for the winter and it worked great last year now it won't conect to the server I don't know how to fix this problem. It says its connected and than when you click on it to adjust temperature and fan speed it says error canot conect to the server
"May 10, 2021",3,1.0,"Very hard to add multiple users to the same machines.... Possible but you need help from a wiki site to do it. The notification system needs work. However if you have an LG device, it is the only option you get for phone integration."
"June 13, 2021",3,2.0,"Washer module: I would like to see custom wash program building capability in the app. Otherwise the app is well built and good to use. TV Module: very useful, sometimes the cursor movement looks choppy."
"June 6, 2021",5,4.0,Very happy using this app. I have a sit conditioner in a rent home that I can control how hard my equipment runs. The bonus is my home tv is connected from this app as well. Keep up the great work. Kelly
"May 23, 2021",3,3.0,"So I just got this LG TV and jezus christ typing words in a smarttv with arrow keys is so annoying. Why doesn't the remote in the app have a keyboard option like Apple has? I see 3rd party remote apps selling the keyboard feature for upwards to 5€-10€. You would think a smart tv with app would have ...
Full Review"
"June 28, 2021",5,1.0,this is an excellent way to manage your ac. This is my first wifi device and I feel happy and satisfied with the product.
"July 27, 2021",5,,"Useful for my LG wall mount AC, love the app."
"May 28, 2021",4,2.0,Difficult at first to connect to wifi. Detected door pen but it was closed. Should be able to tell length of time for longest time door was open. Also should be able to tell present temperature in appliance.
"June 6, 2021",4,1.0,"Sign in with LG account doesn't work. As soon as the login page loads, it returns to home screen with a message about a problem with the security certificate of the server. After several days of this. It finely started working and I can now log in. Thanks"
"May 14, 2021",5,1.0,I like the app. Never had a wifi enabled appliance so the experience is new. Receiving an alert they my way and dry cycles are finished is very helpful. Have not used the delay start feature.
"May 28, 2021",1,3.0,"Hello LG , i am using app last 3 monts , but i noticed that tells the power consumption my window ac of next two hours that i not run and when i not wont to run that in next hours who it should be writing power consumpition, so plese rewie that , that is the only small resons are your phones are not...
Full Review"
"May 25, 2021",1,22.0,"This appears to mostly be a vehicle for ads. I already bought your product, now you want to advertise someone else's laundry detergent? What is this? The developer has reached out to me. They somehow believe this review has something to do with notifications rather than content within the app or the...
Full Review"
"April 2, 2021",2,4.0,"A pathetically useless app. Since you have to be AT the appliance to control it using your phone, you might just as well use the appliance's controls in the first place."
"June 19, 2021",3,,"Although the app mostly works (changing volume and inputs works well), I'm unable to cast my phone's screen to my webOS TV. The TV even recognizes that I'm trying to cast and gives me helpful instructions on the TV screen. But my phone just doesn't see the TV."
"April 18, 2021",2,1.0,"Not enough heat pump controls, no indicator of pump operation, the animation is always running regardles of pump running or not, no advanced controls ... For the price of wifi module it is very dissapointing."
"May 9, 2021",1,1.0,Not a good app. I could only assess the app if I could understand the language they are writing. @CP_UX_Notconnected..... Whatever blah blah is displaying in the app... Only LG Can understand that language or their app maker.
"May 16, 2021",2,2.0,"There's no exit button to close the app from using ram in the background. To close it completely I also have to disconnect from the TV which also turns off the TV or I've to force stop the app from the app settings, so annoying. Dear LG developers, Please add the exit button on the app to completely...
Full Review"
"September 3, 2021",2,,You can not switch on TV by this
"July 19, 2021",1,,"Cannot link it with my Google Home, feature not available in my country. Bull$hit."
"May 2, 2021",1,1.0,No reason to force wifi on even if the device hasn't this capability. No reason to have location enabled in smartphone to start the app (I'm able to assign a toponym to identify the right appliance). Privacy lost
"April 25, 2021",5,1.0,"The app was fine until today when I tried using my washing machine, it couldn't connect anymore even after finding the product. I tried severally but to no avail. Pls check the app and fix the bug asap"
"May 13, 2021",1,1.0,"Can't even us app to access TV. Good TV but if the remote is lost, you might as well consider it as a dumb TV as you can't even change volume without it. Very bad design."
"June 8, 2021",1,,The app wouldn't allow to add device without enabling location services. Why the hell do you need my location???? I am just trying to connect to devices in my house. Can you explain ?
"July 6, 2021",2,1.0,Hey LG is the app still working with google home devices? not been able to connect to my google nest hub for sometime now.
