date,star,like,comment,comment_n
"July 6, 2021",4,1.0,App is very good. Can you add a quick settings toggle for switching on/off any product from the notification tray? Like the flashlight.,"['app', 'good', 'add', 'quick', 'setting', 'toggle', 'switching', 'product', 'notification', 'tray', 'like', 'flashlight']"
"August 26, 2021",3,,"It doesn't connect to my tv ASAP, the old version was better than this.","['connect', 'tv', 'asap', 'old', 'version', 'better']"
"July 23, 2021",4,,please add an option to turn on TV when it is off. make the app to work without internet!,"['please', 'add', 'option', 'turn', 'tv', 'make', 'app', 'work', 'without', 'internet']"
"August 20, 2021",3,,Why I can't connect to the TV when I off the Bluetooth . And it's not working properly,"['connect', 'tv', 'bluetooth', 'working', 'properly']"
"July 24, 2021",3,,tap does not work when washer and dryer include one. had to do the audible instead. overall ok so far.,"['tap', 'work', 'washer', 'dryer', 'include', 'one', 'audible', 'instead', 'overall', 'ok', 'far']"
"September 11, 2021",1,,"Don't work anymore, stuck on TV registration","['work', 'anymore', 'stuck', 'tv', 'registration']"
"August 20, 2021",5,1.0,Top app made life 10 times easier when can't be arsed to get up for remote while watching footy and more. Love it,"['top', 'app', 'made', 'life', 'time', 'easier', 'arsed', 'get', 'remote', 'watching', 'footy', 'love']"
"August 16, 2021",1,,"This app doesn't work on 5g network. Though my mobile and tv are on same network, app doesn't detect my tv","['app', 'work', 'g', 'network', 'though', 'mobile', 'tv', 'network', 'app', 'detect', 'tv']"
"August 4, 2021",5,,super app it works and easily works and easy connection I used for my LG 65 inch tv and for my LG AC super good nice,"['super', 'app', 'work', 'easily', 'work', 'easy', 'connection', 'used', 'lg', 'inch', 'tv', 'lg', 'ac', 'super', 'good', 'nice']"
"July 22, 2021",1,,Cannot even go pass the loading screen after sign in. Wasted my money getting all these appliances. Nonsense app,"['even', 'go', 'pas', 'loading', 'screen', 'sign', 'wasted', 'money', 'getting', 'appliance', 'nonsense', 'app']"
"September 6, 2021",5,,very easy to use and setup is simple,"['easy', 'use', 'setup', 'simple']"
"July 20, 2021",1,1.0,Now the app keep closing and keep deleting my product abd cannot conncet to the server ..i reinstall it several time with no good,"['app', 'keep', 'closing', 'keep', 'deleting', 'product', 'abd', 'conncet', 'server', 'reinstall', 'several', 'time', 'good']"
"August 10, 2021",2,,"Doesn't show current temp of fridge, only settings. connecting to network was tricky.","['show', 'current', 'temp', 'fridge', 'setting', 'connecting', 'network', 'tricky']"
"August 9, 2021",1,,Not sure what the point is. My refrigerator connected but there is nothing to control in the app. It doesn't even tell me the temperature.,"['sure', 'point', 'refrigerator', 'connected', 'nothing', 'control', 'app', 'even', 'tell', 'temperature']"
"August 14, 2021",5,1.0,"Super convenient, love the notifications when my stove is preheated or when the timer has gone off.","['super', 'convenient', 'love', 'notification', 'stove', 'preheated', 'timer', 'gone']"
"July 16, 2021",2,,In energy consumption option it shows wrong time frame And u should add more options like sleep mode to adjust temp and make it more user friendly Need to upgrade,"['energy', 'consumption', 'option', 'show', 'wrong', 'time', 'frame', 'u', 'add', 'option', 'like', 'sleep', 'mode', 'adjust', 'temp', 'make', 'user', 'friendly', 'need', 'upgrade']"
"August 17, 2021",1,,Won't connect to TV despite multiple attempts entering the correct code. Uninstalled.,"['connect', 'tv', 'despite', 'multiple', 'attempt', 'entering', 'correct', 'code', 'uninstalled']"
"August 24, 2021",1,,Thanks for updating the app... Without my consent. Always doing what you guys want but never take the blame when problems start to happen.,"['thanks', 'updating', 'app', 'without', 'consent', 'always', 'guy', 'want', 'never', 'take', 'blame', 'problem', 'start', 'happen']"
"August 27, 2021",3,,Useful but sometimes disconnects for no reason and i hqve checked wifi btw way and still didnt work,"['useful', 'sometimes', 'disconnect', 'reason', 'hqve', 'checked', 'wifi', 'btw', 'way', 'still', 'didnt', 'work']"
"July 19, 2021",1,,Tv will clearly be on but wont connect to phone. Tryed changing wifi still wont help. Bad product like all LG products. Wont ever buy any lg agian,"['tv', 'clearly', 'wont', 'connect', 'phone', 'tryed', 'changing', 'wifi', 'still', 'wont', 'help', 'bad', 'product', 'like', 'lg', 'product', 'wont', 'ever', 'buy', 'lg', 'agian']"
"August 15, 2021",1,1.0,"Installed to use on an LG tv without a remote, shouldn't have to sign up to use a phone app to make a tv work. Uninstalling app.","['installed', 'use', 'lg', 'tv', 'without', 'remote', 'sign', 'use', 'phone', 'app', 'make', 'tv', 'work', 'uninstalling', 'app']"
"August 26, 2021",3,,"You can turn off TV, but can not turn on... Is there problem with all app users..?","['turn', 'tv', 'turn', 'problem', 'app', 'user']"
"August 15, 2021",4,,"very nice feature...handy to use, well connected never gangs up, remoteness operation is great...very happy with LG.","['nice', 'feature', 'handy', 'use', 'well', 'connected', 'never', 'gang', 'remoteness', 'operation', 'great', 'happy', 'lg']"
"July 6, 2021",1,,"LG replied to another review saying you can opt out of third party tracking, but that's a lie. The instructions they give don't exist in the app.","['lg', 'replied', 'another', 'review', 'saying', 'opt', 'third', 'party', 'tracking', 'lie', 'instruction', 'give', 'exist', 'app']"
"August 14, 2021",1,,Rarely works and when it does it takes forever to communicate with appliances.,"['rarely', 'work', 'take', 'forever', 'communicate', 'appliance']"
"September 6, 2021",1,,Connection between phone and refrigerator is worsen.,"['connection', 'phone', 'refrigerator', 'worsen']"
"July 18, 2021",1,,"only presets cycles, you can't customize the cycles from the app only on the wash or dryer. Very Disappointing...","['presets', 'cycle', 'customize', 'cycle', 'app', 'wash', 'dryer', 'disappointing']"
"July 18, 2021",1,,When I had an S10 note this was a great app. Now that I have a S20 note my washer nor dryer will connect.,"['note', 'great', 'app', 'note', 'washer', 'dryer', 'connect']"
"August 9, 2021",1,,My screen is stuck on the loading page after it asks for location permission. I'm using it on OnePlus 7 pro,"['screen', 'stuck', 'loading', 'page', 'asks', 'location', 'permission', 'using', 'oneplus', 'pro']"
"August 8, 2021",1,,Failed to connect....this is all I get. A wifi light on indoor unit and this message.,"['failed', 'connect', 'get', 'wifi', 'light', 'indoor', 'unit', 'message']"
"July 9, 2021",4,,Product registration in app was easy and very fast...i was looking for door lock option..but couldnt find it..,"['product', 'registration', 'app', 'easy', 'fast', 'looking', 'door', 'lock', 'option', 'couldnt', 'find']"
"July 26, 2021",3,,Lg it's your own app and you don't give a option of convertable mode in air conditioner of your brand you must give a option of convertable mode to improve app and satisfaction of your customers We greatful if you provide convertable mode in lg thinq app for air conditioner of lg dual inverter ac,"['lg', 'app', 'give', 'option', 'convertable', 'mode', 'air', 'conditioner', 'brand', 'must', 'give', 'option', 'convertable', 'mode', 'improve', 'app', 'satisfaction', 'customer', 'greatful', 'provide', 'convertable', 'mode', 'lg', 'thinq', 'app', 'air', 'conditioner', 'lg', 'dual', 'inverter', 'ac']"
"July 13, 2021",2,,"Can't use app on my Samsung Galaxy S20 FE Snapdragon, says my phone is rooted but it is not because I want to keep my warranty and can be proven as Knox hasn't been tripped.","['use', 'app', 'samsung', 'galaxy', 'fe', 'snapdragon', 'say', 'phone', 'rooted', 'want', 'keep', 'warranty', 'proven', 'knox', 'tripped']"
"September 10, 2021",4,,"I love LG, this a good gaming TV. But this application not working for me.","['love', 'lg', 'good', 'gaming', 'tv', 'application', 'working']"
"August 12, 2021",4,,"It would be nice to show realtime the washing stages plus all the cycle details e. g . Program, Temperature e. t. c.","['would', 'nice', 'show', 'realtime', 'washing', 'stage', 'plus', 'cycle', 'detail', 'e', 'g', 'program', 'temperature', 'e', 'c']"
"August 30, 2021",1,1.0,"Crashes with ""LG ThinQ can't run on a rooted device"". I root my devices on purpose, why does LG have against that?","['crash', 'lg', 'thinq', 'run', 'rooted', 'device', 'root', 'device', 'purpose', 'lg']"
"July 4, 2021",2,,I would like the ability to create custom wash cycles! The machine defaults to warm water...what??!!,"['would', 'like', 'ability', 'create', 'custom', 'wash', 'cycle', 'machine', 'default', 'warm', 'water']"
"August 13, 2021",1,,Both dryer and washer keep disconnecting. And what's the point anyway if I need to manually turn the appliances on before managing them through the app?,"['dryer', 'washer', 'keep', 'disconnecting', 'point', 'anyway', 'need', 'manually', 'turn', 'appliance', 'managing', 'app']"
"August 20, 2021",1,,I tried to diagnose my washer with the app....it is competely waste of time....taking to much time to load ... Shows to press smart diagnosis button whereas my whaser dont hv one....how can i press?????,"['tried', 'diagnose', 'washer', 'app', 'competely', 'waste', 'time', 'taking', 'much', 'time', 'load', 'show', 'press', 'smart', 'diagnosis', 'button', 'whereas', 'whaser', 'dont', 'hv', 'one', 'press']"
"September 19, 2021",3,,App dosent have the power change option in 4 in 1 convertable ac to change between the convertable modes,"['app', 'dosent', 'power', 'change', 'option', 'convertable', 'ac', 'change', 'convertable', 'mode']"
"August 29, 2021",1,1.0,"To many ads for a smart home app, LG products don't integrate with other smart home platforms leaving them behind.","['many', 'ad', 'smart', 'home', 'app', 'lg', 'product', 'integrate', 'smart', 'home', 'platform', 'leaving', 'behind']"
"July 6, 2021",3,,not real happy with the way the front is held on..real cheep ....only one screw to hold the hole front...,"['real', 'happy', 'way', 'front', 'held', 'real', 'cheep', 'one', 'screw', 'hold', 'hole', 'front']"
"July 17, 2021",1,,Ca.t connect tv unless i use same wifi. I have cable on tv and mobile data on phone. App is useless,"['ca', 'connect', 'tv', 'unless', 'use', 'wifi', 'cable', 'tv', 'mobile', 'data', 'phone', 'app', 'useless']"
"August 30, 2021",1,,The app showing that the Network instability even Internet is turned on on the device,"['app', 'showing', 'network', 'instability', 'even', 'internet', 'turned', 'device']"
"July 3, 2021",3,1.0,"Can you guys make the widgets scalable to 1x0.5 That would be very helpful. I have other widgets that are scalable to that size and I am able to fit plenty of quick action widgets on my main screen. Makes life SOOO MUCH EASIER. Besides that, this is a 5 out of 5 app.","['guy', 'make', 'widget', 'scalable', 'x', 'would', 'helpful', 'widget', 'scalable', 'size', 'able', 'fit', 'plenty', 'quick', 'action', 'widget', 'main', 'screen', 'make', 'life', 'sooo', 'much', 'easier', 'besides', 'app']"
"August 10, 2021",1,,Asking for way too much personal info LG!! I hope you do not become another google spying on every move a person makes. I was going to use it but for that reason on wanting my locatiin I definately will not be. Very dissapointing please change and I will use your app.,"['asking', 'way', 'much', 'personal', 'info', 'lg', 'hope', 'become', 'another', 'google', 'spying', 'every', 'move', 'person', 'make', 'going', 'use', 'reason', 'wanting', 'locatiin', 'definately', 'dissapointing', 'please', 'change', 'use', 'app']"
"July 28, 2021",5,,Using this app for our LG Smart TV. Magic remote consumes double AA battery like google chrome consumers RAM. T,"['using', 'app', 'lg', 'smart', 'tv', 'magic', 'remote', 'consumes', 'double', 'aa', 'battery', 'like', 'google', 'chrome', 'consumer', 'ram']"
"July 9, 2021",3,,It sucks to still ask for location but this app works a little bit better than the original TV Plus app,"['suck', 'still', 'ask', 'location', 'app', 'work', 'little', 'bit', 'better', 'original', 'tv', 'plus', 'app']"
"July 14, 2021",1,,Update cannot load on my phone. App gets stuck on starting screen.,"['update', 'load', 'phone', 'app', 'get', 'stuck', 'starting', 'screen']"
"July 30, 2021",1,,Post update I am unable to connect my ac with this through WiFi. Every time it shows failed to connect.,"['post', 'update', 'unable', 'connect', 'ac', 'wifi', 'every', 'time', 'show', 'failed', 'connect']"
"August 22, 2021",1,1.0,Worst app ever.. it doesn't connect with my tv.. the only thing that it does the best is buffer,"['worst', 'app', 'ever', 'connect', 'tv', 'thing', 'best', 'buffer']"
"August 28, 2021",1,,"What's the point of having an app you can't sign into? Uninstalled, reinstalled, old acct., nee acct. Nothing is working.","['point', 'app', 'sign', 'uninstalled', 'reinstalled', 'old', 'acct', 'nee', 'acct', 'nothing', 'working']"
"July 16, 2021",1,1.0,Doesn't work. Just shows the splash loading screen. Tried uninstalling and reinstalling.,"['work', 'show', 'splash', 'loading', 'screen', 'tried', 'uninstalling', 'reinstalling']"
"July 6, 2021",3,,Why on the earth i must use or create account to manage devices in local network?🤷 It should be optional but not required.,"['earth', 'must', 'use', 'create', 'account', 'manage', 'device', 'local', 'network', 'optional', 'required']"
"August 6, 2021",3,,Missing 3D button. How can you make the app without all the original remote features,"['missing', 'button', 'make', 'app', 'without', 'original', 'remote', 'feature']"
"July 24, 2021",1,,"Just downloaded it, and as soon as I log in, it freezes... Can't even open the app...","['downloaded', 'soon', 'log', 'freeze', 'even', 'open', 'app']"
"September 9, 2021",1,,Why tf would you need to access my location if i just want a remote on my phone?,"['tf', 'would', 'need', 'access', 'location', 'want', 'remote', 'phone']"
"August 2, 2021",1,,"Off to a bad start. Wont send me the email to regiater. Ahen trying to resend email it says ""no email to send"" have checked my junk folder too. Still waiting for email after 24 hours","['bad', 'start', 'wont', 'send', 'email', 'regiater', 'ahen', 'trying', 'resend', 'email', 'say', 'email', 'send', 'checked', 'junk', 'folder', 'still', 'waiting', 'email', 'hour']"
"July 10, 2021",4,,"Wish I could see the actual fridge, freezer temps and not the set temp, already know it.","['wish', 'could', 'see', 'actual', 'fridge', 'freezer', 'temp', 'set', 'temp', 'already', 'know']"
"July 30, 2021",1,1.0,App freezes on startup screen. Clean install doesn't fix it.,"['app', 'freeze', 'startup', 'screen', 'clean', 'install', 'fix']"
"July 14, 2021",3,,The App stop responding whenever I try to login using Google. Please fix ASAP,"['app', 'stop', 'responding', 'whenever', 'try', 'login', 'using', 'google', 'please', 'fix', 'asap']"
"July 28, 2021",4,,"The app is good but why we dont have the Energy CTRL bottom to reduce power to 80, 60 and 40%?","['app', 'good', 'dont', 'energy', 'ctrl', 'bottom', 'reduce', 'power']"
"August 1, 2021",1,,I've never been able to get this app to connect to the TV. It just doesn't work. Never has.,"['never', 'able', 'get', 'app', 'connect', 'tv', 'work', 'never']"
"July 9, 2021",5,,Client is open to learning. The money is working and moving money. Think you can do this. Knowing you are learning,"['client', 'open', 'learning', 'money', 'working', 'moving', 'money', 'think', 'knowing', 'learning']"
"August 7, 2021",5,,"so far it works as described, and the remote feature for the oven is fabulous","['far', 'work', 'described', 'remote', 'feature', 'oven', 'fabulous']"
"July 29, 2021",1,1.0,"Huge inconvenience, faulty product leads to even bigger waste of time... I do not like this direction of laziness and penny pinching with manufacturer and customer support is a joke. Up yours lg thanks for taking away from a family of 5.","['huge', 'inconvenience', 'faulty', 'product', 'lead', 'even', 'bigger', 'waste', 'time', 'like', 'direction', 'laziness', 'penny', 'pinching', 'manufacturer', 'customer', 'support', 'joke', 'lg', 'thanks', 'taking', 'away', 'family']"
"July 24, 2021",1,,"Literally stopped working months ago, still using the old LG TV Plus app because this one does nothing.","['literally', 'stopped', 'working', 'month', 'ago', 'still', 'using', 'old', 'lg', 'tv', 'plus', 'app', 'one', 'nothing']"
"July 30, 2021",5,,I love this machine 💓 very easy to operate via app WiFi no need to touch the panel,"['love', 'machine', 'easy', 'operate', 'via', 'app', 'wifi', 'need', 'touch', 'panel']"
"July 28, 2021",1,,What happened. You worked for 5 months and now you dont work at all. I uninstall and reinstall now you dont even detect my huge 65 inch tv.WTH,"['happened', 'worked', 'month', 'dont', 'work', 'uninstall', 'reinstall', 'dont', 'even', 'detect', 'huge', 'inch', 'tv', 'wth']"
"July 28, 2021",1,,Was working fine until a few days ago that it won't control my ac speed anymore,"['working', 'fine', 'day', 'ago', 'control', 'ac', 'speed', 'anymore']"
"July 11, 2021",1,,It doesn't let you keep downloaded cycles they are overwritten. Why do you have to do this? Seems like a lot of wasted time,"['let', 'keep', 'downloaded', 'cycle', 'overwritten', 'seems', 'like', 'lot', 'wasted', 'time']"
"August 13, 2021",5,1.0,Very helpful app I never use tv remote I always use this app nice work keep it up,"['helpful', 'app', 'never', 'use', 'tv', 'remote', 'always', 'use', 'app', 'nice', 'work', 'keep']"
"July 25, 2021",1,,Unable to log in or change password. Permanent server error.,"['unable', 'log', 'change', 'password', 'permanent', 'server', 'error']"
"September 18, 2021",2,,Decent functionality but the app itself feels really slow sometimes,"['decent', 'functionality', 'app', 'feel', 'really', 'slow', 'sometimes']"
"August 19, 2021",1,,The app takes forever to connect to the tv for no reason,"['app', 'take', 'forever', 'connect', 'tv', 'reason']"
"July 7, 2021",4,1.0,Great app. Please also add voice command feature for TV remote.,"['great', 'app', 'please', 'also', 'add', 'voice', 'command', 'feature', 'tv', 'remote']"
"July 13, 2021",1,,"Very hard to connect my phone , its just tv. Why all ask security passwords?? We are not in bank !!!! I am thinkinh to return the TV.","['hard', 'connect', 'phone', 'tv', 'ask', 'security', 'password', 'bank', 'thinkinh', 'return', 'tv']"
"July 28, 2021",2,1.0,Not sure what this is for. Doesn't do much. Bought a fridge and connected it. So it's sort of a waste of space. It doesn't even tell me the temp settings.,"['sure', 'much', 'bought', 'fridge', 'connected', 'sort', 'waste', 'space', 'even', 'tell', 'temp', 'setting']"
"September 16, 2021",3,,Often disconnects from appliance.,"['often', 'disconnect', 'appliance']"
"July 7, 2021",2,1.0,No new update was come and my lg webos don't support hotstar. When i do screen cast than video are not play.,"['new', 'update', 'come', 'lg', 'webos', 'support', 'hotstar', 'screen', 'cast', 'video', 'play']"
"September 3, 2021",1,,Can't connect to Google home. Country not supported error.,"['connect', 'google', 'home', 'country', 'supported', 'error']"
"August 6, 2021",5,,Love that you can listen to your tv from the headphones via this app..,"['love', 'listen', 'tv', 'headphone', 'via', 'app']"
"July 27, 2021",4,,I'm use it to control my indoor AC. Amper Control should be added as important to the app,"['use', 'control', 'indoor', 'ac', 'amper', 'control', 'added', 'important', 'app']"
"August 13, 2021",1,,I keep getting pop ups to register products. can't seem to stop them.,"['keep', 'getting', 'pop', 'ups', 'register', 'product', 'seem', 'stop']"
"July 10, 2021",5,,Love the being able to have more vision.on hands type like bringing a deal to youbLG ThinQ patent this.maybe we can itroduce pwer point into a program \app,"['love', 'able', 'vision', 'hand', 'type', 'like', 'bringing', 'deal', 'youblg', 'thinq', 'patent', 'maybe', 'itroduce', 'pwer', 'point', 'program', 'app']"
"August 21, 2021",4,1.0,"Hi, thanks I reinstall the app and reinstall everything new. Now it seems to work again.","['hi', 'thanks', 'reinstall', 'app', 'reinstall', 'everything', 'new', 'seems', 'work']"
"July 16, 2021",1,,"Failed to disconnect, and then not able to remove nor re-add my wash tower.","['failed', 'disconnect', 'able', 'remove', 'add', 'wash', 'tower']"
"August 15, 2021",3,,I could not mirror my andriod phone screen. But can cast yourube video from my phone to Tv.,"['could', 'mirror', 'andriod', 'phone', 'screen', 'cast', 'yourube', 'video', 'phone', 'tv']"
"July 8, 2021",1,,The application gets stuck in the beginning after the login,"['application', 'get', 'stuck', 'beginning', 'login']"
"July 8, 2021",1,,App will not open and run correctly VERY SLOW. LG dryer is one massive lint trap,"['app', 'open', 'run', 'correctly', 'slow', 'lg', 'dryer', 'one', 'massive', 'lint', 'trap']"
"July 3, 2021",1,1.0,"Don't bother... Bought 3 new LG appliances fridge, stove and microwave. 4 years in, we had to replace all 3. $4,400 worth of POS appliances. Never again will I buy LG ANYTHING.. They're the Daewoo's of applications.","['bother', 'bought', 'new', 'lg', 'appliance', 'fridge', 'stove', 'microwave', 'year', 'replace', 'worth', 'po', 'appliance', 'never', 'buy', 'lg', 'anything', 'daewoo', 'application']"
"July 18, 2021",5,1.0,Works great! Very handy when I'm away from laundry room.,"['work', 'great', 'handy', 'away', 'laundry', 'room']"
"July 15, 2021",1,,Once I've logged in the app is stuck at the loading screen,"['logged', 'app', 'stuck', 'loading', 'screen']"
"August 22, 2021",3,,"Dont have watt control for air conditioner, so i keep must use lg remote for setup watt control.","['dont', 'watt', 'control', 'air', 'conditioner', 'keep', 'must', 'use', 'lg', 'remote', 'setup', 'watt', 'control']"
"July 30, 2021",4,,had to manually enter the network information. other than that is great,"['manually', 'enter', 'network', 'information', 'great']"
"July 12, 2021",4,,"Bluetooth??? And what about the speed, its not faster enough.","['bluetooth', 'speed', 'faster', 'enough']"
"July 24, 2021",1,,"Just doesn't work, tryed multiple reinstalls just wouldn't connect at all","['work', 'tryed', 'multiple', 'reinstalls', 'connect']"
"August 16, 2021",1,,It will not accept my DoB no matter what year accurate or not. I can't get past this point and diagnose why my fridge will not cool.,"['accept', 'dob', 'matter', 'year', 'accurate', 'get', 'past', 'point', 'diagnose', 'fridge', 'cool']"
"September 19, 2021",3,,A room for improvement is virtual keyboard for smart TV,"['room', 'improvement', 'virtual', 'keyboard', 'smart', 'tv']"
"August 15, 2021",1,,Just gives an error message with no feedback on the cause or solution.,"['give', 'error', 'message', 'feedback', 'cause', 'solution']"
"July 29, 2021",4,,I keep getting alerts to clean my oven even after I just cleaned it... washer/dryer remote functions work nicely tho,"['keep', 'getting', 'alert', 'clean', 'oven', 'even', 'cleaned', 'washer', 'dryer', 'remote', 'function', 'work', 'nicely', 'tho']"
"August 30, 2021",1,,My LG tv UH850T wasn't connecting. Please fix the issue.,"['lg', 'tv', 'uh', 'connecting', 'please', 'fix', 'issue']"
"July 12, 2021",1,,Not loading. Tried cleaning cache and reinstalling app (using oneplus 7t pro).,"['loading', 'tried', 'cleaning', 'cache', 'reinstalling', 'app', 'using', 'oneplus', 'pro']"
"July 27, 2021",1,,This doesn't find my dryer at all. I follow all the instructions but it fails to ever connect.,"['find', 'dryer', 'follow', 'instruction', 'fails', 'ever', 'connect']"
"August 3, 2021",2,,"I like the ability to control my ac, but anyway you could not put ads in the app since you know I just paid 500$ for the ac... Sheesh. Corporate greed at its finest.","['like', 'ability', 'control', 'ac', 'anyway', 'could', 'put', 'ad', 'app', 'since', 'know', 'paid', 'ac', 'sheesh', 'corporate', 'greed', 'finest']"
"September 9, 2021",1,,Horrible app won't connect to my TV,"['horrible', 'app', 'connect', 'tv']"
"July 23, 2021",1,,Can't add anything at all. Says device added and the device is not added.,"['add', 'anything', 'say', 'device', 'added', 'device', 'added']"
"July 18, 2021",1,,Was working fine until this morning I cannot set oven timer,"['working', 'fine', 'morning', 'set', 'oven', 'timer']"
"September 10, 2021",1,,Why the hell does this supposed to be simple app need safetynet attestation? That is a really obvious abuse by someone who has no real idea about Android platform security. Pathetic.,"['hell', 'supposed', 'simple', 'app', 'need', 'safetynet', 'attestation', 'really', 'obvious', 'abuse', 'someone', 'real', 'idea', 'android', 'platform', 'security', 'pathetic']"
"July 9, 2021",1,,Unusable. Screen turns white every time it opens,"['unusable', 'screen', 'turn', 'white', 'every', 'time', 'open']"
"July 8, 2021",1,,Since the update yesterday it doesn't get past the start screen anymore.,"['since', 'update', 'yesterday', 'get', 'past', 'start', 'screen', 'anymore']"
"August 25, 2021",2,,Channel does not change from this app. Only volume can be changed.,"['channel', 'change', 'app', 'volume', 'changed']"
"August 20, 2021",5,,Work good even with and old AC that I lost the remote.,"['work', 'good', 'even', 'old', 'ac', 'lost', 'remote']"
"July 16, 2021",4,,"Excellent overall, needs improvement in disruption on connection","['excellent', 'overall', 'need', 'improvement', 'disruption', 'connection']"
"August 1, 2021",5,,"It was easy to set up everyting, was easy to undrerstand","['easy', 'set', 'everyting', 'easy', 'undrerstand']"
"August 18, 2021",1,,I cannot share movies from my phone to my TV? lg plus was working fine,"['share', 'movie', 'phone', 'tv', 'lg', 'plus', 'working', 'fine']"
"September 14, 2021",1,,Bought window type ac inverter.. Not connecting to the wifi.,"['bought', 'window', 'type', 'ac', 'inverter', 'connecting', 'wifi']"
"July 20, 2021",1,,Used to be able to add my LG TVs no issue now I can't please fix this,"['used', 'able', 'add', 'lg', 'tv', 'issue', 'please', 'fix']"
"July 16, 2021",1,,"Tried 50 times to connect my lg smart TV never connected, worst app ever , never expected from LG","['tried', 'time', 'connect', 'lg', 'smart', 'tv', 'never', 'connected', 'worst', 'app', 'ever', 'never', 'expected', 'lg']"
"August 13, 2021",1,,Won't work with Google home. Frustrating.,"['work', 'google', 'home', 'frustrating']"
"August 17, 2021",5,,"The app seems to be fixed, and it does what it should. Can't ask for too much more.","['app', 'seems', 'fixed', 'ask', 'much']"
"September 9, 2021",4,,yeahhhh now these is a cool app sometime on responsive but most time it's fun to use,"['yeahhhh', 'cool', 'app', 'sometime', 'responsive', 'time', 'fun', 'use']"
"July 22, 2021",1,,Does not have option to accept the policy after Update. Not able to use after update,"['option', 'accept', 'policy', 'update', 'able', 'use', 'update']"
"September 18, 2021",1,,cant connect service to my google home says not supported in your country. why is lg outcasting the Philippines,"['cant', 'connect', 'service', 'google', 'home', 'say', 'supported', 'country', 'lg', 'outcasting', 'philippine']"
"September 4, 2021",1,,Terrible. Will not connect to my smart tv,"['terrible', 'connect', 'smart', 'tv']"
"July 31, 2021",4,,"Hello, I am unable to connect to 43"" WebOS TV, please tell me where can I find the password it is asking to connect to TV.","['hello', 'unable', 'connect', 'webos', 'tv', 'please', 'tell', 'find', 'password', 'asking', 'connect', 'tv']"
"August 18, 2021",1,,My app that came with the phone worked fine. Now im forced to have this on my phone.,"['app', 'came', 'phone', 'worked', 'fine', 'im', 'forced', 'phone']"
"July 2, 2021",1,1.0,Update: people use tablets as home universal controller. This app is not compatible with most tablets...,"['update', 'people', 'use', 'tablet', 'home', 'universal', 'controller', 'app', 'compatible', 'tablet']"
"September 10, 2021",2,,"Limited app.Learning to use the app on the washing machine wasn't intuitive.I had to spend hrs on YouTube to learn.There is few info online or in the manual.I can't change through the app configuration on pre-programmed cycles, as level of water, of dirtyness, on time to program the dryer, etc. And ...
Full Review","['limited', 'app', 'learning', 'use', 'app', 'washing', 'machine', 'intuitive', 'spend', 'hr', 'youtube', 'learn', 'info', 'online', 'manual', 'change', 'app', 'configuration', 'pre', 'programmed', 'cycle', 'level', 'water', 'dirtyness', 'time', 'program', 'dryer', 'etc', 'full', 'review']"
"September 19, 2021",5,,Good app. friendly UI.,"['good', 'app', 'friendly', 'ui']"
"August 2, 2021",5,,Sometimes the app can't find the tv but this app better than the old one,"['sometimes', 'app', 'find', 'tv', 'app', 'better', 'old', 'one']"
"July 8, 2021",1,1.0,My tv won't stay connected to my phone or my Google assistant.,"['tv', 'stay', 'connected', 'phone', 'google', 'assistant']"
"July 10, 2021",4,,Nice App & Easy to use. Not all functions are available in app...,"['nice', 'app', 'easy', 'use', 'function', 'available', 'app']"
"August 23, 2021",4,,"LG When you will add to schedule a function, need air conditioner automatically changes the temperature during the day ~ 75 and 73 at night?","['lg', 'add', 'schedule', 'function', 'need', 'air', 'conditioner', 'automatically', 'change', 'temperature', 'day', 'night']"
"September 18, 2021",5,1.0,App is good now. Develop team read my comment and edited the app. Thank you!,"['app', 'good', 'develop', 'team', 'read', 'comment', 'edited', 'app', 'thank']"
"July 21, 2021",1,,"Can't use the application, it's always stuck on loading screen","['use', 'application', 'always', 'stuck', 'loading', 'screen']"
"July 31, 2021",5,6.0,Updates have resolved all the issues. Works like a charm,"['update', 'resolved', 'issue', 'work', 'like', 'charm']"
"August 24, 2021",1,,Can't connect lg thinq to Google home in Greece. 4 A/C and 2 Tv's. Never buy LG product again.,"['connect', 'lg', 'thinq', 'google', 'home', 'greece', 'c', 'tv', 'never', 'buy', 'lg', 'product']"
"August 25, 2021",1,4.0,"No use, cuz when ever use LG ThinQ app to change the channel on my tv, it just says use your magic remote. :( what's use of this app when it says use the tv remote ;(","['use', 'cuz', 'ever', 'use', 'lg', 'thinq', 'app', 'change', 'channel', 'tv', 'say', 'use', 'magic', 'remote', 'use', 'app', 'say', 'use', 'tv', 'remote']"
"July 24, 2021",1,,"Asks for wifi permissions well good luck! Cuz the only permissions I can grant are phone, camera, location ect","['asks', 'wifi', 'permission', 'well', 'good', 'luck', 'cuz', 'permission', 'grant', 'phone', 'camera', 'location', 'ect']"
"August 20, 2021",2,,"very inconsistent. You never know what day it will actually work, most days it's a no.","['inconsistent', 'never', 'know', 'day', 'actually', 'work', 'day']"
