date,star,like,comment
"June 21, 2021",4,14.0,"With the old SmartHome app you could turn lights on and off based on local sunrise and sunset. For example, turn porch light on 30 minutes after sunset and off 15 minutes before sunrise. Or turn on living room lights on 15 minutes after sunset and off at 11:30PM. This feature seems to be missing fro...
Full Review"
"August 4, 2021",1,1.0,"What a pain in the 🍑 this app is. Works great for our washer and dryer, but the tv is another story....despite reading guides and instructions on Samsung's website there is no option in the app to screen mirror or cast built in. It a joke that this is called smart things while lacking basic functio...
Full Review"
"August 1, 2021",1,10.0,"The upgrade removed every option that we used in the family hub!! I can't find my shopping list, I can't find my calendar options, the photos that I uploaded no longer display. I was not overly fond of the camera but why do we have it if we can't see it. Is it just for you? I don't know what you thi...
Full Review"
"August 3, 2021",1,3.0,"Now I'm really leaving only 1 star because Samsung relied to my original review with an email to send specifics to and that email came back with a ""not found"" error. I copied the address directly from the reply. I'm completely done with this situation and this experience well absolutely deter my fut...
Full Review"
"August 3, 2021",1,16.0,"Well, I was only able to type 500 words and I wasn't finished. Its so hard to find the shopping list now and it erased all my passed shopping list and I can't remember what I had. Its so sad! Nothing is the same. Its like the old system was replaced with a totally new concept which you can't underst...
Full Review"
"August 21, 2021",1,1.0,Why won't this work to put up ambient photos anymore?
"July 31, 2021",1,14.0,"The upgrade is horrible! I bought this fridge and didn't mind the cost due to the family hub app that worked great. With this upgrade, the features I used are gone. The shopping list was my main reason for the fridge. I have Uninstalled and reinstalled , cleared cache and NOTHING is the way it was. ...
Full Review"
"July 30, 2021",1,41.0,"Awful. Just awful. The app is so complicated, full of errors, and it takes forever to load. The most useful features that used to be readily available on the Family Hub app for the fridge are now impossible to get to. Rendered the smart fridge we spent thousands of $ on completely useless as far as ...
Full Review"
"August 1, 2021",1,4.0,"Garbage and pure garbage. How dare you make it impossible to use my Bluetooth without your Spyware app. I will NEVER buy a Samsung product again. After reading the privacy policy. They want to know the square foot of your home and can capture all the data they want on you. I want a downgrade path. T...
Full Review"
"July 30, 2021",1,5.0,"This app being the only way (forced) to read my smart meter info, forced to have the Samsung account to use the app (so would think data is stored to the 'cloud') and a simple update wipes all logged data!? I have no other choice but to use this app to log and monitor my usage, but Samsung wipes out...
Full Review"
"August 8, 2021",1,1.0,"I did love the app now that its stuck on an update to download I ended up deleting the app and re-installing it and lost my connection to my devices at our Airbnb which is 11/2 hours form my house. I had 2 apps the smart things and the family hub so I guess y'all wanted to combine the 2, I can't fin...
Full Review"
"July 30, 2021",1,6.0,"So frustrated! New update is absolutely terrible and useless! Lost all my custom lighting settings which have vanished. Now can't even pair with them because no matter what I do, smartthings can't even find my light switches to pair with. Yes I've uninstalled and reinstalled app and it's still compl...
Full Review"
"September 14, 2021",5,,Very easy tu use. Really happy with it. :)
"August 23, 2021",3,1.0,Is there any way to force the install on the new Watch 4 Classic 46? It keeps saying that it will install soon but when I move back and come back to it Install button appears again and it goes around like that
"August 26, 2021",1,1.0,"Update broke almost all features. Everyone have an issues with the update Go find a download of 1.7.67, the previous version of this app. The august update broke everything. After loading the older app version everything works now. What a failure of a company."
"July 31, 2021",1,7.0,"The damn notice won't go away. Smartphones needed an ""update"" and you can select ""download"" or ""OK."" I downloaded the update and the advisement is still there. Can't get into my account now. I HATE UPDATES! Plus ... the same update totally revamped my Samsung fridge. Don't recognize the screens any ...
Full Review"
"June 26, 2021",1,11.0,"What have you done ??? The previous app was ok, not great but ok ..... but now :( For me, personally it's mess. Glad that there are better apps/options to control and interact. Sad. And even that you provide a contact e-mail address in response, unfortunately the e-mail you provided somehow couldn't...
Full Review"
"August 1, 2021",1,3.0,"This is a forced upgrade. I spent extra money for the display on the refrigerator. Now my phone is not compatible with the refrigerator. This is just a mess and this makes me angry. The app won't even let me see the app. I am using my boyfriend's phone and he states that it was a pain to update. Wha...
Full Review"
"July 1, 2021",3,66.0,"It's okay. You can turn on a light in a different room. Cool. But you cannot change the light's dimmer setting alone, without also setting the on/off state. Very uncool. This means you cannot design an automation that dims a light if it's already on, but leaves it off if you turned it off for some s...
Full Review"
"July 27, 2021",1,57.0,"We have used Family hub with our Samsung refrigerator (it has a tablet in the door). Well they thought SmartThings was an upgrade. The app is beyond a downgrade. They have taken away so many things and replaced it with nothing. The tablet made it more convenient for shopping with an electronic doing...
Full Review"
"June 28, 2021",3,31.0,"This version of the app seems less user friendly than the last. The automations are less capable for my purposes, the icons should be customizable, and when I add devices I never know what it will be recognized as. Leak sensors might just be a simple switch. A light switch used to appear as a light ...
Full Review"
"July 12, 2021",4,20.0,"Apparently you can only be connected to the TV with one device at a time. This made it very confusing since I have a Samsung tablet and that was connected to my TV so when I went to connect my phone my phone couldn't detect the TV because it was already connected to my tablet. This restriction is no...
Full Review"
"August 1, 2021",1,6.0,"Upgrade please !!!! This sucks!!! We loved the shopping list app it was so great worked with our fridge and throughout our family. I was excited to see an upgrade but it turned out to be more a downgrade. On my phone note 9 all the bottom menu buttons are below my phone's ""home"" ""back"" ""reset"" butto...
Full Review"
"August 4, 2021",1,2.0,"Terrible. My Samsung family hub is only working through this app now and I've had nothing but problems. Constantly says my fridge is offline, won't let me change any settings, can only upload one picture at a time!?!? Ugh, not one good thing to say about this app."
"June 30, 2021",1,17.0,"The app really doesn't even work when it counts. As many times as I lost my ear buds, it bounces when it falls. I try to use the app. It will be under my bed but the one lost won't even beep. It makes the app use less. Good concept if it worked. Imagine if I lost it somewhere else like the subway, w...
Full Review"
"July 31, 2021",1,4.0,"Like others, why did Samsung wreck a perfectly good app? My shopping list is gone, along with the family hub, the refrigerator has wiped out my settings with the refresh and added bloat ware I don't want. I bought this expensive refrigerator to have a shopping list transferred to my phone. Now it sa...
Full Review"
"August 19, 2021",5,,Just haven't figured how to an alert when camera turns on
"August 2, 2021",1,3.0,"Wow wish I had read the reviews before i downloaded now it only allows six lousy picture to the screen why didn't you leave well enough alone? it deleted all my food I had stored set with and expiry date.. Shopping list is gone come on Samsung bad enough the frig cost and arm and leg why? Why?..The ...
Full Review"
"August 14, 2021",5,,Preferred short and precise.to many cook spoil the soup
"July 31, 2021",1,1.0,"I can't get any photos uploaded. I click on my picture it says it uploaded but nothing actually gets uploaded. I literally have to try uploading it five to 10 times before it takes. It's always telling me that the refrigerator is offline even though it isn't and my Wi-Fi is not experiencing problems...
Full Review"
"June 30, 2021",4,14.0,"For the most part, the new update is... okay. Stuff got moved around a lot and I'm still learning what exactly changed. The reason I've knocked off a star is bc the SmartThings Cooking integration with Instacart hasn't been working for me at all and the recipes are all in metric with no way to chang...
Full Review"
"July 31, 2021",1,2.0,Upgrade sucks and I have a new phone. So the age of the phone doesn't matter here. It is just the recent upgrade. Messed everything up. Before I would have rated it closer to 4.5 but this upgrade although well meaning messed so much of the program up. I hope they fix it.
"August 24, 2021",1,1.0,"The keyboard option for smart tv, doesn't work"
"August 24, 2021",5,,After a small fix that solved the problem with the audio output(didn't allow you to change the audio input once connected to a monitor through DEX) I have nothing to say but good things.
"August 28, 2021",1,,"If I ever buy another Samsung product, I hope its because I am trying to win a game for wasting money. This app is the pinnacle of useless stuff produced by Samsung. I hope the people who actually produce this tell their mother they work in a trash dump because that is the only place this is accepta...
Full Review"
"July 28, 2021",1,6.0,"System update is a joke!! can't even use my shopping list feature anymore with out having to use some recipes and cooking guide but even when you click ok still unable to open family hub app and update my shopping list for what I need why should I have to sign up for unnecessary apps I DO NOT WANT t...
Full Review"
"June 23, 2021",1,5.0,"I am using Samsung The Frame 2020 and trying to upload/create collages - the app freezes when I click ""Art Mode"" -> ""add Your Photos+"" presumably while it indexes my entire device. The problem is that even if I leave the app alone for a few minutes while it does it's thing in the foreground... it st...
Full Review"
"August 1, 2021",1,2.0,One of the biggest reasons I purchased a refrigerator with a smart hub was so that I could access the family grocery shopping list from the grocery store on my phone. This app is so glitchy I often have to wing it at the grocery store. This is super frustrating!
"August 16, 2021",1,,Used to be good but now it wont work with my xbox since last update.
"July 19, 2021",1,39.0,"Samsung definitely needs to work really hard to make the seamless experience across all platforms. In the current state this application is of no use, as it is not able to detect devices which are connected on the same highspeed wifi network. Even though my tv and smart refrigerator are connected wi...
Full Review"
"July 31, 2021",1,5.0,"Email address provided by support does not accept emails. No longer follows theme of phone. Used to be all dark like theme. Now only menu screen. All other screens each has a different colour. All were the same before update. Screen layout has also changed. No idea why everything got moved around. D...
Full Review"
"July 5, 2021",1,25.0,"Unreliable. Each time Samsung goes through one of their app redesigns, it signs me out. The way I found out I got signed out this last time is I came back home and found my garage door opened. The tilt sensor didn't trigger a notification. Why? Because I was silently signed out of the app. I investe...
Full Review"
"July 4, 2021",1,15.0,"Updating my review to figure out why another step has been added to complicate the process. I now have to wait for the app to understand that the tv is on. All I want to do is mute the TV. But NO, the tv is offline. It still mutes the tv, but if feels like it has to remind me Everytime. Every time t...
Full Review"
"August 31, 2021",3,,Having trouble connecting a device to unit...
"June 23, 2021",1,14.0,"Latest update broke all of my lighting groups. Light commands don't work with Google home anymore. Lights say their on when they're not and vice versa. The app doesn't seem to know the actual state of the light. This is likely why Google Assistant doesn't turn on/off properly. This update has made u...
Full Review"
"July 27, 2021",2,4.0,I love samsung and I have pretty much everything samsung but this update on my fridge really sucked. Still navigating thru stuff. At least I was able to connect my ring device. The rest are not compatible (Amazon and blink devices). I thought it would have that it says it's not supported.
"July 29, 2021",2,3.0,"Sometimes works with my new Samsung 85inch and my s20. Sometimes it connects Sometimes it dosent. When it dose its really hard to play movies from my phone to my TV in screen mirror mode it always defers to split screen and there dosent seem to be a way of choosing it seems down to pot luck. Other a...
Full Review"
"June 27, 2021",5,3.0,"First off I want to say : This app is GREAT! When you want to use or find all gadets using my S21. AirConditioner, camera's, lights, T.V. ect. Only Thing missing - an option for having the remote available when I swipe down on my phone, for when the volume of a movie gets loud, when it's late. or on...
Full Review"
"July 10, 2021",1,25.0,"EDIT 2: Dropping to one star due to total lack of support. Two support tickets open for over 2 weeks and ZERO response. Extremely poor customer service. EDIT: Uninstalled the app and reinstalled as suggested( 5 TIMES) and now absolutely everything is gone, devices, rooms, automations. Looks like I h...
Full Review"
"August 9, 2021",2,1.0,"I really hate that you can't access things that you could using the Family Hub (such as the calendar, whiteboard, etc). We use the calendar for all of the family and now I can't access it to see what I need when I'm away from home! Please add these items back in!!"
"July 31, 2021",1,1.0,"Wish I could give less than 1 star! Worst update ever! The old family hub was a great product and the update is a huge step back. On top of it all, the phone app will not connect to the refrigerator any longer so all of it is pretty much useless to me going forward."
"July 5, 2021",1,7.0,"I have been trying to connect the ST hub version 3 for the past 3 months and no success. I contacted customer support numerous of times and everybody tells me different things. Emailed them screenshots end error logs. Considering that replies would come from different persons they don't even read wh...
Full Review"
"June 24, 2021",2,1.0,"Gone to hell. Lights that are off show as on. Lights that are on shows as off. One room's control operates EVERYTHING. Sometimes the controls don't work AT ALL. All since the last ""improvement"" update and the app redesign. Oh and don't even try asking me to reinstall (tried that 3 times), reset the ...
Full Review"
"July 25, 2021",3,7.0,"Purchased Samsung Washing machine recently. The ""smart"" feature of connecting with Mobile is utterly useless and is just added to increase cost. Cons: 1. Anyone can connect to the machine. 2. I need to manually start the machine after selection (why can't you let it start from mobile). 3. After a wh...
Full Review"
"July 31, 2021",1,1.0,"This is a most obnoxious app. If despite the fact that I tried to turn off notifications I still received notifications. Most of the content in this app is of no use to me and simply serves to clutter the app up. On the rare occasion I received a notification that I have something I would like to lo...
Full Review"
"August 2, 2021",1,,"I would not buy these again. I have two cameras. One began making a shrill shrieking. The other works for now, but the software is the worst. It periodically fails to start requiring an uninstall and reinstall to function."
"July 27, 2021",5,3.0,I was having a huge problem with the Google home app connection for my Samsung TV. Kept saying it was offline and never has connected. I found this app and I'm very pleased that it's being working great for several days now. Thank you for this app.
"July 7, 2021",4,16.0,"What would get it to a 5 star rating? So, when I first click on ""Devices"" and get shown a list of devices to connect to, I feel that should be the final step. I don't need another screen to open to then click on another symbol to pair via Bluetooth. That screen is not needed since I already control ...
Full Review"
"July 8, 2021",1,13.0,"Bought new washing machine - installed this app on a Samsung S20 and can't get pass the setup screen. ""We're having trouble connecting. Check your network connection and try again"". Tried it on the WiFi and cellular! Restarted my device, cleared the cache and storage, uninstalled and reinstalled the...
Full Review"
"July 2, 2021",1,11.0,"At first the smart things app began by interfering with a 911 call, my hearing aids were charging but 'smart things' kept changing from the phone to the non-functioning hearing aids, now when using them and not having, or wanting to use the hearing aids, it will change it back to the hearing aids as...
Full Review"
"August 18, 2021",2,,Cannot connect my 2021 Samsung Q60 tv 13-001 error
"June 21, 2021",2,7.0,"Unfortunately Samsung has terrible software engineering. They constantly ""update"" the app causing settings changes and the loss of features. As I don't have a desire to spend my time reconfiguring, I find this detrimental to the experience. Really, it could be good but it is badly managed. Sent on 6...
Full Review"
"July 18, 2021",3,1.0,"I had a hiccup a few months ago but that got fixed. Idk what's happened but the app has become really slow and I have to hold to get it to select anything, I can't just tap.. searching for things (like on YT) take 10 times longer now as their interface isn't very intuitive either. Also can't seem to...
Full Review"
"August 5, 2021",5,3.0,"Samsung you have out done your self. Everytime I get a new Samsung phone I can't find a reason to be disappointed. The smart things app turns your phone into a smart hub. It's great! All my devices working together in harmony no matter what manufacturer it is. (Besides apple, but apple sucks). Stay ...
Full Review"
"June 24, 2021",3,1.0,"I've enjoyed it until this recent update. Now it plays my music apps, which uses data at random times, even when all apps including smart things is closed. Ive unistalled and reinstalled all apps with this issue and no resolve. Very annoying and went through half my data in a few days because of thi...
Full Review"
"September 14, 2021",1,,This app recognize my vivo v11 pro android 10 as android below 8.0 when add smart tag
"July 18, 2021",1,21.0,"The TV I bought. That advertised as compatible with Google home. Is not on the list of supported devices within the app. Even though the tv itself days it should be compatible. Pretty frustrating to spend extra money on features that won't work. After trying for hours. Getting nowhere. I will never ...
Full Review"
"July 25, 2021",4,20.0,"So while I love this app I wish it would work on its glitches as a TV remote. With the new upgrade it was perfect and now today it isn't. Trying to navigate the search on Hulu and it won't go past the first two columns of letters. Sometimes the arrows have to only be used now and sometimes only the ...
Full Review"
"June 30, 2021",1,10.0,"The new update is absolutely brutal. I just want to do something simple, i.e. add a newly installed TP-Link supported device (Kasa switch HS200) and the app just crashes. I have other identical TP-Link devices installed, and none ever posed a problem before. I'm surprised this latest version passes ...
Full Review"
"July 14, 2021",1,5.0,"Ever since my app updated, every time I try to change the automation settings on my devices it says I need to update the app, but my app is fully updated and there are no more updates available. I've uninstalled and reinstalled twice now with no change. Samsung took something that was working and br...
Full Review"
"August 24, 2021",4,,Full-time smartthings user...doesn't work with ChromeBook. Is it fixable?
"July 16, 2021",4,4.0,"Works great t disappointed at the new interface unnecessary panel ""life"" is useless also it is very hard to access secondary parameters like voltage and current on some of my modules that should be right underneath the power area not in a separate menu. fonts in device :buttons are very small and ha...
Full Review"
"July 9, 2021",1,6.0,"This is the most complicated app I have ever seen. For simplest of things you need to make number of clicks to get to what you want. View inside fridge is a joke. Earlier it was buried somewhere now it is in refrigerator app but not funtional. Samsung if you are listening make this app more user fri...
Full Review"
"June 24, 2021",1,3.0,"UPD: Samsung, you didn't even read this review before replying... ORIG: The last update made the interface terrible. I have many devices in many rooms. In previous versions, you could quickly scroll down in ""home"" to see tiles organized by room with breaks between rooms. Now it's just either one str...
Full Review"
"August 5, 2021",1,1.0,"Edit:6 august 2021: even after the new ui update it doesnt work and support wasnt helpfull at all they just send me on a roundabout loop of contact that team instead wirh no luck Any time i press get started or click sign in it stops responding to presses unless i press the home button or go to a di...
Full Review"
"July 21, 2021",1,6.0,"Horrible app, instead od letting my TWS earbuds do the pairing it has to interfere and split them into two outputs. Going in the app to make the earbuds one output is even more confusing, I have to google instead of it being intuitive. Had an Honor phone before Samsung and I did not have a single is...
Full Review"
"July 14, 2021",1,40.0,"Update July 2021. Swiping for each room is unnecessary! Front screen, and scroll down to see the nicely organized rooms was perfect. Now I have 8 screens just to see what I used to see in 1 screen. And I have to swipe away from personal devices. Why can't I shuffle that worthless tab to the bottom a...
Full Review"
"July 10, 2021",1,7.0,"This app is rubbish. For a tech giant, cheap companies an apps are over shadowing you for product compatibility. I bought a smart fridge with family hub screen at an obscene amount of money and frankly the smart side of it is rubbish. I was I'd saved myself 50% by buying a normal fridge. The Amazon ...
Full Review"
"July 21, 2021",4,10.0,"I appreciate being able to use the app to control my washing machine. Two things that I do not understand and find inconvenient. The first is that I have to reactivate the remote control mode on the washing machine every time I want to use it. The second is that the door remains locked when using th...
Full Review"
"July 6, 2021",1,5.0,"Totally interfered with my pre-set driving mode in GOOGLE MAPS and PANDORA. Now I can't get either app to link with the Bluetooth in my car. It was supposed to help navigation. Now I don't hear driving instructions. I can't hear PANDORA unless I play it using my phone not the car speakers. But it st...
Full Review"
"July 29, 2021",1,3.0,"Changed water filter, reset on the fridge. Smart things app still shows it needs to be replaced. Cannot view inside, no apparent setting for this. Message about changing filter will not go away on my galaxy s21 ultra+5. App is pretty much useless!!! The discontinued app was way better."
"July 19, 2021",1,11.0,"I was happy but the since the last update all my devices are just showing as offline. I liked the Samsung connect mesh routers I have but as time goes on both the general performance of those routers and esp the app keeps getting worse and worse. 1 year ago this would of been 5 stars. Update 7/19 to...
Full Review"
"July 23, 2021",1,22.0,"Do not install this app!!! After installing this app to control home devices it made Android Auto stop working so now I can't use maps, music or any other Android apps in my car. My car and model year are listed in the compatible autos list but it does not work. In the SmartThings menus it claims th...
Full Review"
"July 25, 2021",5,16.0,"7/24/2021. I uninstalled and reinstalled the SmartThings App and it works great again. Thank you for the advice to do that. I am updating the review to 5 Stars for the quick response! My original issue was SmartThings App keeps crashing when I try to view my security camera pics and videos. I cannot...
Full Review"
"July 23, 2021",5,10.0,"At first, the new app didn't allow the usage of my multi outlet smart plug. Now, this new app does. Also works with my GE 12722 In-Wall Paddle light switch. To reset the GE 12722 In-Wall Paddle light switch (even if the switch isn't present; Go to your Smartthings hub in the app, click the 3 dots in...
Full Review"
"July 14, 2021",2,6.0,"The app was fine until the last update. Now the app menu has been moved to the bottom of the screen where my Samsung Galaxy controls are, so they don't work. When I try to call up Automation, my phone thinks I am pressing the back arrow (for instance). So the app us now useless."
"August 9, 2021",2,,"The UI is really nice clear & customisable it's brilliant. What is not good, is Bixby is so irritatingly slow, & when it does hear you, it mis-hears you or doesn't understand what you want. It's not recognising voice control to activate modes & just makes comments back. I'd like to use Bixby more, b...
Full Review"
"July 15, 2021",2,20.0,"I was really enjoyed having the sound from my Samsung tv play on my phone...then that function disappeared and can't find it again. Bring that back and it's a 5 2021, the only function I use on this app is to play TV sound on my phone, period dot. If the developers feel that things are too crowded, ...
Full Review"
"July 29, 2021",1,1.0,"If you don't open the app for a while, a dialog about being automatically logged out is displayed each time you click on something, so there is no way to open the login page. Only solution: reinstall the app from scratch"
"July 22, 2021",4,,"Pretty easy to use. It would be nice if we could still swipe and control while the screen is blacked out on the phone. Using the ""tv"" as your visual display and your phone as a ""remote"" or ""mouse"" ."
"July 13, 2021",1,2.0,"It used to work, then it stopped working. The app finds my TV but tells me that the TV is switched off. In fact the TV is on and streaming from the internet. Tried 1/ uninstall and reinstall the app. 2/ uninstall, restart the samsung mobile and reinstall the app. 3/ turn TV on and off again with its...
Full Review"
"June 30, 2021",1,2.0,"Updated (June21): after suddenly having some of my devices switch themselves on with no associated schedule or action, I discover that the Samsung app is no longer compatible with my Samsung phone. In the words of the Dragons... I'm out. I'm replacing all of my Smartthings devices with those from an...
Full Review"
"August 5, 2021",1,,"It just stopped working. Doesn't show live picture or anything for past 2 weeks. Now it's been about 2 months an still no picture. It all happened after the update 2 months,ish ago. I am uninstalling, an will not ever buy your brand of device, ever again. EVER"
"July 20, 2021",1,2.0,"Cause Static when Bilateral Bluetooth streaming thru Cochlear Implant processor N7. I have to disable and clear data and cache in the app. I have to choose between this app and my ability to stream music or Audio to my Processor. I choose the latter. Please fix compatibility issues. So I can use my ...
Full Review"
"June 30, 2021",1,5.0,"SmartView missing on Google Pixel 5. Samsung discontinued the separate SmartView app because, they said, it was redundant since the SmartView functionality was available through SmartThings. But it is not. I have a Samsung The Frame (2021) TV and while SmartThings can be used to turn my phone into a...
Full Review"
"July 5, 2021",1,3.0,"I returned home several nights ago and noticed my porch light wasn't on as normal, upon entering my house, the hallway lights did not activate as normal - when i opened the smart things app, i noticed the new look/layout (nice) but every single device I had installed is gone...thermostats, lights, d...
Full Review"
"July 15, 2021",1,2.0,"It's a dumb idea to have such a long way of configuring two phones to control a tv. And even when you finally get an invitation the link doesn't open in the app and the linked tv disappears from the menu. I only used this to watch tv with my gf, not to send mails and qrs and whatnot"
"July 4, 2021",1,3.0,"Have to delete then re-add my TV each time I use the app. Even so, only 1/5 attempts it actually can connect to the tv and lately I can only watch tv on my phone, cannot watch vice versa, what is playing on my phone on the tv. It also almost always crashes the app when I remove my TV... Samsung phon...
Full Review"
"August 5, 2021",1,1.0,This update - if you can call it that! Awful experience. Nothing is working as it should. Fix it now. You have ruined the reason I bought this refrigerator! No reason to purchase anything else from Samsung if this pitiful excuse for an update continues!!! FIX IT NOW!!!!
"June 24, 2021",1,2.0,"The update seems to have broken the 'View TV on Phone' option between my Samsung Q90T and my Samsung S20 Ultra..now the only option I have is to listen to sound on my phone or phone audio through my TV!??.. I've downloaded and reinstalled the app and done a factory reset of the TV.. something that s...
Full Review"
"July 14, 2021",1,3.0,"This app should be called DumbThings. I followed the instructions for Smart View from Samsung's website. But the option for ""mirror screen"" doesn't exist when I tap on the three vertical dots in the TV's setting page. I guess Samsung wants you to buy their smartphone or a Chromecast."
"July 25, 2021",4,,"So far, I've only used the app to switch between internal and Bluetooth speakers, but it's invaluable in that. I wish when Bluetooth disconnected it would automatically select internal speakers... at least until Bluetooth device was available again."
"July 17, 2021",2,10.0,"The 5 new menu tabs are inaccessible on my Note 9. They are behind the 3 phone menu controls, Back arrow, Home button, Recent apps list. This is very frustrating and makes the tool difficult to use. Just got a Samsung entertainment system and trying to setup and control the system using the app is a...
Full Review"
"July 21, 2021",5,20.0,"I love the convenience of this app. I can listen to multiple devices at 1 time and have them setup to connect a certain way for different purposes throughout the day and I don't have to worry about wasting time setting up devices everytime. Many more reasons I enjoy this app but like I said, my hect...
Full Review"
"August 7, 2021",4,1.0,"Fantastic interface, easy to use, and not obstructive, but takes a few too many clicks to get to what I want. I have to select the device and then select the Bluetooth option to connect when I'd like to be able to just select my device and have it connect right away."
"September 1, 2021",4,,I would like a sleep button on the app for my TV.
"June 27, 2021",4,2.0,"I didn't give it five stars because I don't use it all the time and I can't get it to work with Alexa to control my Samsung smart TV, but it works pretty good for everything else for the most part, everything that I would like it use with voice control. It's setup is not really esthetically pleasing...
Full Review"
"June 27, 2021",5,4.0,"A lot of time, when Smartthings was not used for a few hours, I double clicked my Smarttag to find my phone, it does not work. After i found it without Smarttag, unlocked the phone, then double click tag again then it worked. My Smartthings app is set to run in the back ground and never got put to s...
Full Review"
"July 30, 2021",1,29.0,"Update. App layout has improved, device connectivity no so much. At any given moment, multiple devices offline. Too much time spent troubleshooting or resetting devices. WARNING: do not rely on app, it's for convenience only, not consistency."
"August 31, 2021",5,,Great App and easy to use
"August 3, 2021",1,8.0,"Continuing to ""update"" is ruining the app. Now I cannot use any of my Lutron devices and the ""new look"" is garbage. Revert back to 2 updates ago when the app functioned properly. These updates are trash. Fire whomever is pushing these updates through because they are ruining the interface for everyo...
Full Review"
"July 16, 2021",5,3.0,This is the best app ever!! I don't remember downloading it or If it was a recommendation from Samsung. Either way the control you get from managing your audio outputs is great!!! I am sometimes hooked up to 3 devices and it's great to select exactly where I want it to come from!!
"August 11, 2021",1,1.0,This can't even screencast to a smart tv. 🤦🏾‍♂️
"August 23, 2021",1,1.0,"It never works, it's useless and now I hate it to be perfectly honest,"
"June 30, 2021",1,5.0,"The account features are region-locked with no way to migrate the required Samsung account to a compatible region. Sometimes people move across countries! As a workaround, I had to delete my Samsung account of 7 years and recreate it while physically in the right region for my SmartThings device. Re...
Full Review"
"July 18, 2021",4,2.0,"It's great once you get your devices connected. Getting them connected is painful. To connect a Samsung smart plug from my Samsung phone it takes about 3 to 4 minutes, the longest part is registering the device with Samsung account. Often it takes 2 to 3 attempts. After that though it works great."
"July 29, 2021",2,3.0,"We finally figured out how to find my shopping list, it took 3 of us. Still don't like the new update. Prefer the older version of the photo gallery and do not care for the notification dings but we think we can turn those off."
"August 23, 2021",3,,Sometimes have to restart phone to use .
"July 6, 2021",5,1.0,"Well I'm not one to try for a totally smart house. That just sounds creepy. But I did buy a pair of samsung galaxy buds+ recently and being able to locate them on a GPS is god damn insane! It really helps when I misplace them. I'm going to try more smart stuff eventually but for now this has really ...
Full Review"
"July 30, 2021",1,4.0,"I should never had allow this upgrade this does not work, why you are forcing and upgrade that does not work w current phone, I can not open the app, will not recognize the wifi, and I had been a loyal customer for samsung and I will not anymore until you fix this, I have 3 smart tv, washer. Dryier ...
Full Review"
"July 23, 2021",1,,"Latest redesign makes it even more difficult to organize devices in a smart home, find functions and essential settings. Status is disconnected from reality, slow to update, divergent status on different device pages makes the app seem buggy. UX inconsistent with std Android app designs."
"July 22, 2021",1,2.0,"App appears to frequently disconnect from Tv whilst using app to browse/upload photos to frame tv. App will let you turn tv off tho. Then back on via app to allow to continue. Could be an app or tv problem who would no. When browsing photos on frame tv via app, some photos display twice, some have b...
Full Review"
"August 7, 2021",1,1.0,Worse user experience than before. Too many features have been removed from our Smart Hub Refrigerator. Not happy all all
"July 17, 2021",1,3.0,"Can not get the app to do what it has best insured to do. I'm currently very interested in seeing the best of the apparent and resourceful inovative features. I'm not just being a typical unsatisfied reviewer but I would really like it if I could get this to work on my two Android devices and I have...
Full Review"
"July 17, 2021",1,2.0,"The app doesn't find my Samsung TV even after connecting both devices to the same account, restarting them, restarting the wifi router, uninstalling and reinstalling the App. Totally dissatisfied. YouTube, on the other hand, finds my tv immediately to stream video to it. I don't understand why Samsu...
Full Review"
"July 27, 2021",1,4.0,"They recently updated things and now the meal planner app is useless. No way to write in your own meals, you have to choose a recipe. Would absolutely not recommend for meal planning unless you like boiled British food and zero freedom to add your own stuff."
"July 18, 2021",3,,"Update has brought more issues than good. Broke a lot of automation, and just keeps saying I have to update the app to reset automations. Also the horizontal swipe interface is annoying and needless. Much prefered having everything organized onto one screen."
"July 20, 2021",5,1.0,It's alright. They should add the ability to stream my phone screen to a TV and listen to it through earphones connected to my phone. Edit: Maybe it's because I got a newer phone (with a newer version of android) but I can now do what I mentioned above! Thanks!
"July 25, 2021",1,3.0,This app worked fine on my old phone does not work my new phone. In fact I tried toķ put it back on my old won't let me connect to my tv all I want to do is mirror my phone on my tv it doesn't even let me do that any more if I could give 0 stars I would.
"July 13, 2021",3,2.0,"SmartThings no longer identifies either of my Samsung dishwasher or my Samsung Q70 soundbar. I called customer service and they were absolutely no help. Said that after July 1, it should work properly ( I called in early June). For an electronics giant like Samsung, you'd think they could at least g...
Full Review"
"August 7, 2021",1,1.0,"Didn't mind this app until they got rid of Family Hub. Now the shopping list on my refrigerator is not only more difficult to use but it doesn't even sync with the refrigerator. The more I use it, the more I realize how user-friendly it is."
"August 6, 2021",3,,"I did rate at 1 star earlier but after messing around with it, I may have figured out my issues. I think going from the family hub to smartthings was a huge jump. Maybe a better approach would've been to ease your foot into the water first."
"August 7, 2021",1,,"Lost connection with my sound bar and now I seen its probably from a update. And not to mention my q70r harmon kardon speakers are not at loud. Did samsung tweek the power limits? I see its a global green thing to use less power. Before my windows shook. Now my neighbors can't even hear it. What did...
Full Review"
"July 30, 2021",1,1.0,"Family hub Hello, It has been a few days since the upgrade to this new Hub. Apps launch with much more Lag or repeat request to open. The motion detection is slow to capture a passing person. Cannot resize the widget screens . BY ALL MEANS this version is a step back"
