date,user,star,like,comment
2021년 4월 20일,Choongbum Park,1,1.0,그간 잘 사용해욌습니다. 그런데 얼마전부터 에어컨 제어화면 진입할때마다 삼성계정을 연결하라는 웹페이지가 매번 출력되어 너무 불편합니다. 기존 방식으로 되돌려 주시기 바랍니다.
2021년 4월 23일,김주영,2,1.0,갑자기 무풍에어컨만 연결끊김으로 기기를 확인하래서 패밀리허브 냉장고 초기화 삼성 계정 재 접속 등 해볼수 있는건 다했으나 데이터만 날아가고 온 오프 스위치만 되고 세부 항목으로 진입이 안됨 웃긴건 세트인 벽걸이 에어컨으로는 문제 없다는거 잘 좀 되었으면 좋겠네요 스마트 홈 할라면
2021년 4월 21일,김수지,5,15.0,와 저는 오래된 폰만 쓰다 새 폰으로 바꾸니까 이 기능이 있더라고요. 블루투스 스피커. 블루투스 이어폰. 블루투스 키보드를 다 쓰다보니까 때로는 그냥 핸드폰 기본 스피커로 듣다가다 다른 기기로 듣고 싶을 때가 있는데 그럴때 정말정말 편하네요!!! 끊김없이 자연스럽게 이어 들을 수 있고 사용이 참 편리합니다~~!!
2021년 4월 21일,orain,1,26.0,기존 삼성스마트에어컨 앱은 작동도 잘 안되더니 이제 앱스토어나 갤럭시스토어에서도 내려버렸네요? 공지도 없고 흔적을 없애버렸네요. 스마트 기능부터 온갖 옵션 붙은 최상위 모델로 구입했더니 몇년 쓰고 스마트기능은 없는 셈 치라는 뜻인지 멀쩡한거 버리고 신상 구매하라는건가요? 새 앱에 구형모델도 지원을 해주던지 대안을 제시해 줘야지요.
2021년 4월 8일,이창종,1,7.0,요즘은 전원이랑 코스 정도는 앱에서 실행 할수 있을듯했는데요.. 옷을넣어놓고 쇼파에서 작동하는데요. 코스 선택후 보니 가서 에어드레서 전원버튼을 누르라고 합니다. 헉~~~그리고 다시 코스전송을 하고 보니 기기로 가서 작동시키라고 합니다. 이럴꺼면. 앱이 왜 필요한가요. 에어드레서 놓고 작동 시키는 걸 잊어버렸을경우 작동은 불가능한듯합니다. 요즘 타사 제품은 밖에서도 모든 기능 작동 가능한데요. ㅠㅠ
2021년 4월 12일,Dh Kim,1,,버그 엄청 많아요. 얼마전에 또 가전들이 다 제어가 안되었는데 공지사항에 버그 소식 뜨고 아직도 조치 안되고 있네요. 아직 무슨 버그 남아있는지 모르는것 같아서 오늘 전화해서 알려주려구요.
2021년 5월 8일,Hui Sun Park,1,,연결되어있던 제품도 끊기고 다시추가하려해도 안되네요. 지난번엔 냉장고가 그러더니 이번엔 TV까지 말썽이에요. 동일 제품이 배우자꺼로는 연결되는데.. 같은 장소인데 정말 짜증이네요.
2021년 5월 14일,쭌맨,4,3.0,로봇청소기 예약 옵션으로 요일 선택이 있었으면 좋겠어요. 두개 이상 설정할 수 있었으면 좋겠구요. 주말에는 동작시키지 않거나 평일과 동작시키고 싶은 시간이 다를 수도 있는데 현재는 특정 시간만 설정이 가능해서 좀 불편합니다.
2021년 7월 7일,ᄒ나고,1,,잘만사용하다가 오류라면서아예 안들어가져서 앱삭제후 다시 깔아도 마찬가지고 하.... 진짜
2021년 5월 29일,안대웅,2,,"갤럭시 홈 미니 베타로 쓰고 있습니다. 티비옆에두고 사용하는데요, 빅스비라는 말이 나오지안는데 혼자 반응해서 혼자 문자보내려고 한다던가, 혼자 멜론을 켜려고한다던가 하는경우가 종종있네요 그리고 잘 사용하고있는데 멜론 캡슐연결이 풀렸다고 나오면서 연결이안되네요.... 그리고 갤럭시 홈 미니베타를 활용한 ir리모콘으로 올레티비 셋톱박스가 처음 며칠은 동작했으나 일주일정도 지난뒤론 동작이 안되네요. 베타인만큼 아직 고칠 버그가 많은것같습니다."
2021년 3월 28일,강윤지,3,,"삼성로봇청소기 사용중입니다. 언제부터인가 앱사용하려고하면 메일계정확인하라는 창이 계속 나오고, 오전 10시로 예약설정해놓은게 오후 6시 넘어서 작동하고 그러네요...전에 업테이트하기전에는 예약기능 잘 썼었는데... 삭제하고 다시 깔아봐도 그렇고..."
2021년 5월 4일,Two Star,5,1.0,"티비와 미러링 후에 유튜브나 멜론 등등은 미디어나 디바이스에서 소리장치를 내가 원하는 티비나 핸드폰, 무선이어폰 등등으로 옮길수 있으나 넷플릭스는 해당이 되지 않네요. 다른 어플까지 추가해주셨으면 합니다."
2021년 4월 23일,김깽,1,1.0,잘되다 2달전부터 안되요... 딥딥짜증.... 어기키유는데 움직이기 불편한걸 폰으로 연결햐서 잘 사용했는데 2달정도 전부터 안되네요.. 완전 답답.. 어플도 지웠다 다시 깔고 어플에서 에어컨 지웠다가 다시 설정하려는데 아예 먹히질 않네요...
2021년 5월 4일,JOY KIM,5,,베리굿 아주 편리하고 디테일하게 정보를 알 수 있어서 좋아요
2021년 4월 29일,이정섭,3,,"에어컨 컨트롤 할때마다 ""도시 선택"" 뜨는데 선택도 안되고 어찌해야되나요?"
2021년 4월 27일,KIM크리스탈,1,2.0,삼성에어컨이 앱을통해서 제어가되기때문에 산건데 앱이안되니 어이없습니다 고객센터에서는 앱고치는중이다 기다리라는 말만하고 디바이스삭제후깔아도 32%에서 인증오류로 작동안됩니다 안그래도 곰팡이잘생기는 제품인데 어플로 관리도안되고....안좋네요
2021년 5월 22일,zzol_MS,1,,스마트홈 왜 없애가지구 ㅜㅡㅜ 왜강제로 이걸로 넘어오게하는지 개열받는다.... 연결이 안됨 ... 진짜 화가납니다 연결이 안됩니다 48프류에서 멈춰있고 어플 삭제하고 공유기 초기화하고 개뻘짓해도 연결이 안됨 . 담당자 찾아가고싶음
2021년 5월 24일,장혜미,3,,티비 에어컨 공기청정기 세탁건조기 모두 등록하여 사용중입니다 티비가 KU75UT8050FXKR인데 채널은 컨트롤이안되고 볼륨만되네요 방법 확인부탁드려요
2021년 7월 16일,조남현,1,4.0,멜론과 연결이 안됩니다 시키는데로 다했습니다 10번넘게 해봤고 삼성전자에 문의 했는데 오류보고 해보라고 해서 했는데 아직도 안되네요 갤럭시 미니 홈 입니다 1. 계정통합 했고 2. 오류보고 보냈고 3. 초기화도 해봤고 전부 해봤는데 계정연결은 계속 안되고
2021년 4월 21일,di din,5,,갠장히편합니다
2021년 4월 21일,채지훈,5,1.0,반응이 조금 늦지만 사용하기 편리해요~
2021년 6월 27일,권익순,5,,이 앱을 사용하면서 삼성 제품이 많을수록 정말 편리한 주거환경이 이루어질거 같아서 맘에듭니다. 냉장고랑 에어컨밖에 없어서 많은걸 사용해보지 못하는것 같지만 이 두가지만 사용하는데도 좋다는 느낌이들 정도네요.
2021년 6월 28일,k조씨,1,,스마트홈에서는 잘됐는데 스마트띵에는 저희집 스탠드에어컨이 안나옵니다. 아에 추가항목에 스탠드는 안나오네요. 벽걸이랑 시스템만 추가할수있는데 왜이런가요. 제품은 AF16M7975BZN 입니다.
2021년 7월 24일,tyui qwer,1,,"티비 연결할려니깐 티비가 검색되지 않아서 삼성고객센터에 전화하니깐 상담원이 품질팀에 물어보니 ip주소가 달라서 안된다 동일해야한다해서 인터넷고객센터에 연락하니 ip주소는 동일하다고 해서 삼성고객센터에 연락하니 품질팀이 공장초기화 해도 모델검색안되면 해결책없다고 상담원이 말해서 그럼어떡하냐 하니깐 출장기사가 확인해봐야하면서 떠넘기고 2번이나 티비 초기화시키고 출장기사 부르라길래 그럼 뭐가달라지냐니깐 부품교체해야할수있다해서 iot기능이 추가된건데 무슨 부품교체냐 하니깐 갑자기 자기들은 이정도의 답변만 가능하다면서 스마트띵스 어플 문의하...
전체 리뷰"
2021년 6월 24일,송만규,2,4.0,업데이트 전에는 티비로 영상전송할때 폴더로 들어갈수있었는대 지금은 전체 영상중에 찾아야되네요....정렬방식도 안되고 업데이트후 더더욱 불편해졌네요 동영상 전송시 폴더에서 검색기능좀 하게해주세요! 폰 노트8 티비 엘지스마트 티비입니다 기존에 가능했습니다
2021년 5월 27일,Kairos Yi,1,6.0,노트10+ 구매해서 smart things 를 새로 설치했는데 알림표시줄 창에 항상 뜨게하는 smart things 패널 설정이 안됩니다. 전에 쓰던 갤럭시 시리즈는 설정에서 퀵패널 설정이 가능했는데 그게 설정메뉴에서도 갑자기 없어졌네요;; 전에 쓰던 갤럭시에 설치된 것과 어플 버전도 동일하다고 나오는데 기종마다 다른 건가요?? 어찌된 일인지.....
2021년 5월 23일,서장호,3,19.0,원격으로 사용할 수 있다는 점은 아주 좋는데 전원을 켜고 온도를 조절하는 등의 모든 작동 시 너무 느립니다. 버튼 하나 누를때 마다 버퍼링이 있습니다. 리뷰엔 저같은 증상이 안보이는데 이게 저에게만 해당하는 문제면 해결책을 꼭 알려주세요. 갤s8 사용자입니다. 폰성능 문제는 아니니 참고해주시구요
2021년 7월 12일,GS Sim,1,15.0,여러번 질문을 했지만 스마트씽스 에너지 사용량을 볼수가 없네요. 화면 업데이트 전에는 새로고침 네다섯번에 한번 정도 제대로 표시되던게 이젠 아무리 새로고침으로해도 사용량 0으로 표시됩니다. AF17N7970MFR 사용중인데 이 모델은 지원하지 않는 기기인가요? 그리고 문의할때 시스템 로그 데이터 보내기 체크하라는데 이게 없습니다.
2021년 7월 13일,이소영,5,3.0,"너무 편하네요. 공청기, 시스템 에어컨, 전기레인지, 이제는 세탁기까지 밖에서 확인하고 컨트롤할 수 있는게 놀라울 따름 입니다. 심지어 공청기는 필터 수명까지 뜨네요.. 진짜 좋은 세상.. ^^"
2021년 6월 3일,Shiyo,5,9.0,가끔 오류나서 다시 처음 기기등록부터 새로 해야하는 경우가 있습니다. 휴대폰으로 야외에서 원격 조종중에 이런 일이 생기는 경우도 있는데 정확히는 에어컨 인공지능 진단 기능 사용 중에 일어났습니다. 그 기능 외엔 잘 작동 되니 큰 문제는 없지만 한 가지라도 그런 문제가 생긴다는게 아쉽습니다. 그래도 앱 자체는 매우 깔끔한 UI로 맘에듭니다.
2021년 6월 16일,김용민,1,1.0,건조기 켜서 사용중일때만 에너지 모니터링되고 꺼지면 에너지 사용량은 볼수도 없고 참ㅡㅡ;; 공청은 켜져서 와이파이 연결 됐는데 앱에서는 연결안됨으로 뜨고 도데체 이걸로 뭘 하라는건지... 별 하나도 아깝다.
2021년 6월 19일,위정원,4,7.0,"갤럭시 홈미니와 핸드폰이 동일 와이파이에 있음에도 메시지 보내기 기능이 되지않습니다. 서비스센터에 전화해서 설정도 모두 확인했고, 로그기록을 전송했음에도 어떠한 조치도 못받았습니다. 이걸 제외하고는 편리하게 잘쓰고있습니다"
2021년 7월 24일,김나발,1,7.0,에어컨 연결이 안되고 있어요 어제 지웠다 다시 접속까지 했는데 그때뿐이고 .. 집에 키우는 동물이 있어 밖에서 컨트롤가능해서 사용하는데 어쩌라는건지 .. 날두 더운데 울애기들 어쩌냐구요 ..빨리 해결좀 해주세요
2021년 7월 26일,마마,2,,"좋은건 모바일로 컨트롤 가능한거.. 단점은..이번에 비스포크냉장고샀는데, 자꾸 AI진단결과 변온실이 문이 열려있어. 냉장고 온도가 상승한다고 뜨고... 변온실 문 닫고, 해도..알람 해제가 안되요."
2021년 7월 16일,사이다두잔,5,12.0,블루투스 이어폰 설정시 미디어를 해제해도 티맵등 음성안내가 폰스피커로 출력되지 않습니다. 스마트띵스에서 오디오출력기기로 활성화되어 있는데 터치해도 설정변경이 되지 않네요. 통화시 음성안내가 안되 머리아프네요. ㅜㅜ 구버전에서는 상단바에 오디오출력선택을 폰으로 하면 해결이 되었는데. 답답합니다.
2021년 7월 19일,sheer Kim,5,8.0,SmartThings<<< 이앱을 누가 만드셨는지 잘 모르지만 일단 설정을 해놓으니까 차에만 딱 타고 시동걸면 알아서 음악앱이랑 연결이돼서 정말 만족하면서 쓰고 있습니다 단지...집에 TV랑은 연결이 잘 안돼서 그게 쫌... 흠이지만 그래도 만족합니다^^ 사람마다 생각에 차이가 있으니까 제 리뷰가 전부 자신있게 정답이라고는 말 못 하겠네요 일단 한번 써 보시고 다른 앱 이랑 연결가능한지 확인하시고 쓰는것도 좋을꺼 같아요 개발자님!앱 설치 이후로 잘 쓰고 있습니다 감사하게 생각하고 있고요 앱.평가를 이제서야 이야기 하네요ㅠㅠ
2021년 8월 4일,가르시아마타,1,,공기청정기는 잘되는데 에어컨 세탁기는 기기를 찾을수 없다면서 계속 연결됐다 안됐다..반복입니다.. 계속 기기 지우고 등록해도 제자리고..스마트팅때매 삼성꺼로 샀는데 실망이 너무 큽니다.
2021년 4월 26일,이혁진,5,,tv로 동영상 재생하는데 재생순서를 설정할 수 있도록 해 주세요. 아니면 파일 정렬 순서라도 설정할 수 있게 해 주세요. 지금은 파일 생성 시간 순으로만 재생되네요. 잘 사용하고 있는데 아쉬운 점 올려요.
2021년 4월 28일,이승훈,1,,폰 바꾸고 완료시 알람 안뜸 스마트 컨트롤 할때만 되고 끄면 안됨 또 폰 화면 끄면 안울림 밑에 같은 증상 글 따라해도 안됨 그리고 프로그램 삭제가 안됨
2021년 5월 21일,김남훈,5,5.0,"만족합니다. 다만 요청사항이 있습니다. 공기청정기 켜짐예약할때 풍속 선택이 가능하도록 해주세요. 어플로 풍속조절이 가능하니 어려운것은 아닐것이라 봅니다. 취침시간에는 취침모드로, 기타 시간에는 자동or희망단수로 셋팅이 가능하면 편의성이 더욱 올라갈것입니다. 동시에 에어컨도 예약시에 무풍모드를 추가 해주세요"
2021년 7월 9일,Yulm K,1,,버전 6.0.1 이하의 옛날 스마트폰에서처럼 Quick Connet앱으로 (스마트홈 기능없이) 알림창에서 패널만 다룰 수 있는 라이트 버전이 있으면 휴대폰 용량 압박에서 더 해방될 수 있을거 같네요.
2021년 7월 12일,이아그네스,3,,쓰던 벽걸이에어컨 연결하자마자 스마트씽스 에너지에 1시간동안 76kwh 를 썼다고 나오는데 이상하네요. 0에서 시작하는거 아닌가요? 스탠드에어컨도 1시간에 1kwh를 사용하는데. 이앱을 설치하면 76배의 전력을 먹는건가요?
2021년 6월 14일,조윤주,4,1.0,에어팟 연결해서 정말 잘 쓰고 있는데요 궁금한게 있어서요 에어팟 충전하고 사용할때 양쪽 충전된 배터리 양이 다르더라구요 그래서 한쪽만 사용할때마다 계속 충전하라고 하구요... (유독 오른쪽이 그래요) 왜 그런지 알 수 있을까요..?
2021년 6월 16일,charge fast,1,2.0,"별 하나도 아깝네요. 디바이스 연결은 다 끊어져 있고, 다시 연결하려고 하니까 32% 에서 더이상 안되고 오류보내기만 하라고 하고... 참나... 소프트웨어 담당다님 일은 하고 계십니까?"
2021년 4월 20일,Google 사용자,1,,"Viber 등을 사용중, 동시 외부서 다른앱통해 전화가 올 경우에 전화전환해 받으면 Viber과 UFlex는 자동적으로 끊어짐. 전체적으로 모든 앱과 다시 설정하여 제 연결해야만 이용이 가능 함므로 불편함."
2021년 4월 23일,조은진,1,,노트9인데.. 미러링 가끔끊기고.. 산지 몇개월 안됐는데 갈수록 배터리가 빨리 소모되는 느낌.. 업뎃하면 더 그런 느낌... 기분탓일까요???미러링 안된다고하니 업뎃 꺼려지네요
2021년 4월 12일,김동훈,5,,온습도계랑 연동해서 에어컨 자동화해서 사용하고 있어요~완전 좋아요ㅎㅎ
2021년 4월 15일,오지훈,2,2.0,오늘 아침부터 통신망 인터넷으로는 바깥에서 조작이 되질않네요 지우고 다시 설치해봐도 마찬가지.. 집에서 와이파이로는 잘 되지만 리모컨 있는데 굳이 폰으로 조작할 필요가 없지않나요? 퇴근할때 에어컨 켜두는게 꿀이였는데..
2021년 7월 20일,트리플A,5,13.0,작동 이상없이 잘되요. 작년에는 뭐가 문제 인지 모르겠지만 이번에 6월초정도 에어컨 다시 잡고 사용결과 지금까지 연결이 잘되네요. 작년에는 1주정도 사용하면 통신 끊어졌는데.. 잘되니 좋아요. 별점 5개 입니다^^
2021년 7월 22일,HUNT_EROS,1,6.0,대체 뭘 어떻게 패치한건지?.. 1. 블루투스 이어폰 사용시에 통화후 기존 재생중인 음악이 재생이 안됨 2. 음악이 어떠한 액션에 의해 일시정지 되었을때 상단바 내려서 플레이어 확인해보면 뭐 이상한 쟈생버튼 비스무리한 그지같은 버튼 있는데. 그거 눌러도 재생이 안됨. 3. 알람 작동후에도 기존 재생중이던 음악을 씹어버리고 멈춤. 다시 재생하면 처음부터 다시 들어야함 ㅋㅋㅋ 유저 편의성을 위해서 패치하는게 맞는지? 유저의 사용성에 대한 다양성을 테스트 해보기는 하는건지 모르겠음.
2021년 4월 19일,Google 사용자,5,3.0,TV 화면 폰으로 보기가 안되요 처음에는 되어서 좋았는되요..갑자기 이 기능이 안되네요 잘 활용했는되요 안되니까 불편하네요 어플 삭제후 다시 어플 깔아도 안되구요? 왜 업그레이드 하셔가지고 잘 되는것도 안되게 했는지 이해 안되네요 그냥 업그레이드 하시지 말지요 ㅠㅠ
2021년 4월 23일,mong몽언니,1,1.0,연결이 안됩니다. 기존에 연결해서 사용했던 제품인데 당황스럽네요. 삼성동영상 보고도 해봤는데 안되요 삼성 안드로이드사용자입니다 제가 무얼 잘못하고 있는걸까요?
2021년 4월 21일,김주현,1,1.0,쓰레기앱... 툭하면 장치도 못찾고... 핸드폰 기종을 불문하고 핸드폰으로 누워서 켜고 끌려면 리모컨 찾으러 다녀야 하는앱...더웃긴건 앱에서 오류 보낼려고해도 안보내짐... 그러면서 오류전송은 왜만듬...
2021년 4월 23일,윤화동,2,6.0,어느 순간부터 에어컨이 전체화면에서는 오프 상태로 나오고 접속하는데 시간도 오래걸림. 에어컨 켜져있는데 꺼져있는것으로 나옴. 요즘들어 이 앱이 별로라는 생각이 드네요. 그리고 블루투스 기기 전체가 여기 표기되는거 별로임.
2021년 6월 15일,Luv도랑,3,,투인원 에어컨 중 스탠드에만 동글 장착해서 사용중입니다. 노트9에서는 스탠드에만 장착을 했어도 상태표시줄에서 에어컨 두대 모두 제어가 됐었는데 노트10으로 바꾼 뒤에 '디바이스' 목록에서 확인하니 직접연결된 스탠드 에어컨만 디바이스 목록에 뜨면서 스탠드만 제어가 가능하고 벽걸이는 따로 앱으로 들어가서 켜야하는 불편함이 있네요. 해당 부분은 개선불가능한가요??
2021년 7월 20일,정선종,4,4.0,모드 설정시.저장이 되지않습니다. 네트워크에 문제가있어서 안된다는 메세지ㅡ나오고 전혀저장이 되지않습니다. 앱은 앱내부 데이터 삭제후 재설치해보았는데 같은 문제가 발생해요 어떻게.해야하죠
2021년 4월 15일,Donggyu Kim,3,2.0,안녕하세요. 무풍에어컨(AR07T9171HBT) 을 연동하여 잘 사용하고 있습니다. 다만 앱에서는 온도조절이 0.5도 단위로는 제어가 불가능한지 문의드리고 싶습니다. 리모컨에서는 가능한데 앱에서는 그게 안되어 불편함이 개선 가능할지 의견 남깁니다.
2021년 4월 16일,Cosmo Lee,4,,에어컨사용중.전반적으로만족. 아쉬운점 1. 디바이스 하나로 밖에 에어컨조정못함. 여러 핸드폰에서 각각 등록 못함. 2. 스텐드형에 전원 연결 되어있어야지만 벽걸이가 연결됨
2021년 3월 29일,sunwook lee,1,,공기청정기사용중인데 허구헌날 오프라인으로되네요. 많이불편합니다. 오류보고서도 서비스센터로 보냈는데 답변도 못주시는것을보니 해결하기어려운것 같네요.
2021년 5월 4일,김,4,,"핸드폰으로 조작하니 편하고 필터교체도 얼마남았는지 확인하고 편해요, 전기사용 부분은 투인원인데 합계인지 단독인지 명확하지 않아요 처음 화면 전기량과 달라서 어떤게 진짜인지 혼돈이 오네요. 그래성별 하나 지웠어요"
2021년 4월 21일,김별히,5,,좋아요 여름에 에어컨 미리켜놓기 ㅋ
2021년 4월 21일,Juitem kim,3,,"자동으로 주변 기기를 감색하는건 좋은데, 회사나 불필요한 장소에서는 제발 좀 노티가 안떴으면 좋겠어요. 불필요한 장소를 등록하던가, 필요한 장소만 등록하던가 옵션으로 넣어주면 좋겠네요"
2021년 4월 30일,꾸지뽕,3,,평소에 연결잘되던 삼성티비가 업뎃이후에 연결이 전혀 안되고있어요ㅠㅠ 수십번도 더 시도했는데 검색조차 아예 안되는건 왜 그런거에요? 업뎃이 어플을 질떨어지게해요. 차라리 업뎃전으로 돌릴수없나요
2021년 5월 4일,Yoonju Kim,3,,아이폰에서 갤럭시로 갈아타고 난 뒤 세탁기랑 건조기 종료 알람이 울리지 않아요.... 기기 다시 연결해도 마찬가지인데ㅠㅠ 어떻게 해야 하나요... 잘 쓰다 안되니 더 괴로워요.
2021년 5월 4일,Jun Sung,5,,워치 상태 사용 활성화 시도시 길게 버퍼링이 생기더니 삼성 클라우드에 연결이 안된다면서 활성화가 안됩니다. 원인과 조치법 안내 좀 부탁 드립니다. 미리 별5개 드립니다.
2021년 5월 10일,이상진,2,5.0,알림창에 항상표시해놓게 설정해놨는데 연결이 되있어도 안뜰때가 있어요. 그리고 사운드출력을 어디서 할지 선택하는 버튼이 뜰때도있고 안뜰때도 있는데 이럴때마다 연결을 끊고 다시 해야합니다. 이것좀 빨리 고쳐주세요.
2021년 7월 29일,단비,3,2.0,지금 버즈 플러스를 사용하고 있는데 원래 버즈 뚜껑을 열면 애니메이션창 ? 같은게 떠야하는데 안 뜨더라고요 그래서 smart things 업데이트가 안됐구나 싶어서 봤더니 최신버전이라네요.. 왜 그런거죠 ?? ( 참고로 전 s20사용중입니당 ) 빠른 답변 부탁드려요
2021년 5월 15일,Park프라임,5,3.0,최근 가족이 S20+구매하면서 받은 갤럭시홈미니잘쓰고있어요. 특히 IR리모컨 기능너무좋습니다. 기기리스트가 더 추가업데이트 되면좋겠습니다. 개인적으로 추후업데이트시 조명스위치의 POSCO회사꺼도 추가되었으면하는바람이 있습니다.
2021년 4월 25일,고제성,5,2.0,매우 잘 사용 하고 있습니다. 궁금한 것이 있어 물어봅니다 삼성 싱즈에에 TV를 연결해 사용 중인데 삼성 싱즈 안에서 TV를 들어 간 후 오른쪽 상단 설정? 을 열어 정보를 들어가면 나오는 TV 패널 표시 시간은 TV 총 사용 시간을 알려주는 건가요?
2021년 4월 27일,휘HUI,1,26.0,직전 리모컨 기능은 좋았으나 이번 업데이트로 리모컨에서 확인버튼을 누르면 안눌러지고 . 꾸욱 눌러야 클릭이 됨...즉...업데이트 전에가 훨씬좋고 이번 업데이트로 더 않좋아졌음....스와이프 부분에서 한번만 클릭해도 확인되게 돌려줘요
2021년 6월 22일,잊잊,1,1.0,업데이트하고 기존에 디바이스 설정해놓은거 다 사라지고 매번 적용가능 디바이스 찾기 해서 이용하게 되는데 찾는 시간도 넘 오래걸리고 더 번거롭게 왜 업뎃 하신거예요? 예전 버전으로 다운 해서 이용 할 방법이 없나요?
2021년 6월 23일,이상희,5,,한달 사용했는데 장거리가 좋아요
2021년 8월 17일,Young-Jun Kim,2,2.0,사용은 편리한데 앱 업데이트가 너무 잦고 그때마다 등록한 기기가 인식 안되어 재등록해야하는 경우가 많습니다.기능추가보다 인식된 기기가 잘 유지될 수 있도록 안정화에 더 집중해주셨으면 합니다.
2021년 8월 18일,Christina Lee,3,,"세탁기 헹굼 마지막에 제가 매뉴얼로 유연제를 투입하는데요, 상태알림이 세탁/헹굼/탈수 이런식으로만 되서 불편해요. 헹굼 단계별로도 알람을 설정할 수 있으면 좋겠어요"
2021년 7월 15일,손우식,1,,"un50js7200모델과 갤럭시s9+를 연결해서 씁니다. 휴대전화에서 리모컨 기능, 소리듣기, 화면 미러링은 되는데, 휴대전화에서tv보기만 되네요. 오류 수정해주세요"
2021년 7월 16일,Genie.T.반짝반짝,1,,기존에 공기청정기 연결하여 잘 사용하고 있었습니다. 그런데 어느날보니 등록이 해제되어있고 몇번이나 등록시도하는데 34%에서 진행되지않네요. 어떻게해야되는건가요?
2021년 7월 14일,Dareum Han,1,2.0,어느순간부터 전원만 끄고 킬수있으며 온도 등 설정하려고 들어가면 반복되는 연결 끊김으로 계속 삭제하고 등록하고 있습니다 특히 투인원 중 벽걸이는 에어컨리모컨으로는 자동청소가 되지않아 이상황을 반복하고 있는데 너무 불편하네요 예전에 스마트홈어플로 사용할땐 연결도 잘되고 투인원도 스탠드와 벽걸이가 분리되서 편했는데 지금은 방구분도 따로 못하게 되어있고 밖에서 전원키는것 말고는 하나도 제어를 할수없어서 기본설정이 이상하면 전원도 미리 키지 목하고 있어서 너무 불편하네요 이래저래 불편한 점만 많아지는 어플이예요...
2021년 7월 20일,김현진,2,1.0,"갤럭시s10 인데 100% 연동되지 않는것 같아요. 처음에는 상단바를 내려서 작동이 가능했는데, 지금은 계속 어플에 들어가서 켜야되는 상황이 발생되요."
2021년 5월 18일,같이놀자앙!,5,3.0,에어컨은 켜져잇는데 상단바앱으로 꺼짐으로나오구요... 앱으로클릭해 들어가면 켜짐되어잇네요. 그리고 로딩이너무 느령ㅁ. 뭐하나클릭만하면바로바로 실행이되어야되늑데 넘느리게 반응해요
2021년 6월 12일,서정일,3,2.0,앱에 뜨는 전기사용량이 확실한가요? 이번달에 한 일주일쓴거같은데 하루에 한 4시간정도 평균 틀은것같은데 전기사용량이 너무 많이 나왔어요... 사용량 조회해서 인터넷에 검색해보니 50 만원이라는데.... 어뜨케 된건지 궁금하네여
2021년 5월 12일,Stanley Hahn,1,1.0,에어컨 에너지 사용 기록이 계속 0이예요. 처음에는 실시간으로 잘 됐는데 이번주부터 계속 0이군요. 원격 기능 제어는 잘 됩니다. 아직 뭔가 불안정한가봐요
2021년 7월 7일,이건하,3,1.0,업데이트 이후 블루투스 헤드셋을 동일 모델로 바꿔서 등록하니 베터리 잔량이 보이지 않습니다. 기능이 삭제된 것인가요? 가능하다면 다시 기능을 복구해주세요.
2021년 7월 17일,황윤재,4,4.0,"저는 다 좋은데, 왜 버즈 플러스의 에니메이션을 바꿨는지 모르겠네요. 실제 버즈 플러스 화이트에는 핑크 빛이 없거든요. 그리고 약간 더 부자연스러워진 느낌?이 있네요. 좀 다시 수정해 주세요"
2021년 5월 11일,Cho Cho,1,,"애어컨2, 공기청정기2을 연결하여 사용중입니다. 최근에 에어컨이 지맘대로 켜지기 시작했어요. 꺼놔도 다시 켜지고 설정을 아무리봐도 자동켜짐은 다 꺼져있고. 결국 앱 다 삭제해버렸습니다. 문제가 크네요"
2021년 7월 7일,백태웅,4,,공기청정기 사용 중인데 이번 업데이트 후에 접속이 안되네요.갤럭시 s10이고 공기청정기 모델은 AX60K시리즈 입니다. 전원 켜기 끄기만 되고 세부 모드 조절을 위해 기기 접속할려니 계속 로딩중이라고만 뜨네요.
2021년 7월 3일,수느님,2,5.0,"잘 사용하고 있다가 갑자기 벽걸이 에어컨만 네트워크가 연결이 안됩니다. 문제는 어플에 연결오류 떠있을땐 리모컨으로 작동하면 오류코드 뜨면서 꺼지네요, 그냥 쓸때는 말짱했는데,, 어플때문에 안되는걸까요? As 기사 불러도 이상을 못찾네요"
2021년 7월 5일,JK Kang,5,,자동 업데이트와 연결 설정도 미홈 보다는훨씬 쉽고 편해요..아무래도 삼성제품앱이라 그런것 같네요..샤오미 공기청정기도 사용하는더· 미홈에서 세팅하느라 고생해서요..ㅡㅡㅋ
2021년 4월 29일,정조아,4,2.0,처음에는 연결이 잘되고 집밖에서도 세탁이 원격으로 시작수 있었는데 어느순간부터 원격지원이 안됩니다 남은 세탁 건조 시간과 끝나는 알림음만 가능하고 몇번이나 어플도 깔고지우고 디바이스를 지우고 다시 등록을 해봐도 스마트원격이 안되요 왜 그런건가요? 스마트컨트롤이 켜있다고 써져있어도 시작 버튼이 안보이고 전원을 키고 스마트컨트롤을 켜달라는 말이 계속 나옵니다
2021년 4월 29일,seokgyun joo,1,1.0,잘되는 네이버 지도에서 구지 구글 지도로 바꿔야 하나요? 많이 불편합니다
2021년 7월 30일,안주희,1,,스마트태그 제폰에 등록했다가 다른폰등록하려고 초기화하고 했는데 계속 다른기기등록이라고 나오네요 제폰에서는 안보이는데 말이죠
